"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5001","0","94.6","35.5","3.0","363"
"","Haryana","5143","0","96.4","59.8","1.1","387"
"","Rajasthan","9530","137","181.7","84.0","-2.2","86"
"","Delhi","3616","0","60.7","39.8","-0.5","578"
"","UP","10379","1510","223.7","83.9","1.0","451"
"","Uttarakhand","1695","75","32.7","20.7","2.7","260"
"","HP","1274","0","23.5","18.1","0.0","88"
"","J&K","1835","100","39.5","32.5","0.9","134"
"","Chandigarh","212","0","3.6","3.3","0.4","38"
"WR","Chhattisgarh","3055","32","62.1","15.5","-4.2","351"
"","Gujarat","10892","18","233.3","52.5","-1.8","340"
"","MP","8306","20","162.0","75.7","0.2","337"
"","Maharashtra","16940","319","363.7","111.3","2.1","439"
"","Goa","393","1","7.6","7.3","-0.2","62"
"","DD","230","1","5.7","5.4","0.3","55"
"","DNH","618","2","14.3","14.4","-0.1","54"
"","Essar steel","376","1","8.2","8.2","0.0","26"
"SR","Andhra Pradesh","11838","400","261.6","90.3","7.1","583"
"","Karnataka","8977","400","190.0","18.2","1.0","271"
"","Kerala","3326","75","61.2","31.7","2.9","245"
"","Tamil Nadu","11577","1308","254.1","93.9","4.5","472"
"","Pondy","306","0","5.9","6.1","-0.2","14"
"ER","Bihar","2135","0","39.2","39.1","-1.2","185"
"","DVC","2560","0","56.6","-19.1","-1.0","325"
"","Jharkhand","1019","0","21.2","11.1","-0.9","105"
"","Odisha","3504","0","59.5","5.0","0.1","285"
"","West Bengal","5839","0","101.5","18.6","1.6","365"
"","Sikkim","100","0","1.4","1.2","0.2","40"
"NER","Arunachal Pradesh","110","5","1.6","1.4","0.2","34"
"","Assam","1060","82","17.4","11.7","0.4","114"
"","Manipur","119","1","1.5","1.5","0.0","18"
"","Meghalaya","287","3","4.8","3.4","0.2","61"
"","Mizoram","75","1","1.0","1.0","-0.2","18"
"","Nagaland","95","5","1.5","1.5","-0.3","22"
"","Tripura","192","0","1.4","-0.1","0.2","42"
