"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9426","0","205.0","124.5","-1.6","50"
"","Haryana","7090","0","149.8","123.9","-2.2","212"
"","Rajasthan","8079","0","183.8","58.2","0.9","502"
"","Delhi","4646","0","97.5","87.2","-1.2","228"
"","UP","12831","3570","266.5","141.3","-2.0","1370"
"","Uttarakhand","1717","0","34.7","9.6","-0.2","153"
"","HP","1216","0","25.4","0.2","0.8","205"
"","J&K","1683","421","34.8","19.6","0.7","377"
"","Chandigarh","274","0","5.4","6.2","-0.8","0"
"WR","Chhattisgarh","3480","96","75.5","36.3","-1.1","425"
"","Gujarat","12679","22","288.1","80.8","-5.7","440"
"","MP","6658","0","136.1","80.3","-1.5","200"
"","Maharashtra","17469","30","379.4","115.0","3.5","408"
"","Goa","371","0","8.1","7.2","0.2","24"
"","DD","297","0","6.6","6.8","-0.2","25"
"","DNH","688","0","16.0","16.2","-0.2","11"
"","Essar steel","462","0","8.7","6.7","2.1","91"
"SR","Andhra Pradesh","6066","0","142.1","28.4","0.9","372"
"","Telangana","6121","0","139.6","93.5","-1.9","297"
"","Karnataka","8638","1000","166.2","21.0","5.7","717"
"","Kerala","3214","0","59.9","34.1","1.9","318"
"","Tamil Nadu","13114","0","288.7","82.2","0.1","363"
"","Pondy","339","20","6.8","6.8","0.0","49"
"ER","Bihar","3036","0","59.5","57.6","-0.1","97"
"","DVC","2533","0","58.8","-16.0","-0.2","108"
"","Jharkhand","1048","0","23.2","13.6","0.5","78"
"","Odisha","3816","0","75.7","11.5","1.0","153"
"","West Bengal","7622","0","152.7","60.0","0.8","497"
"","Sikkim","79","0","1.3","0.8","0.3","52"
"NER","Arunachal Pradesh","84","1","1.0","1.7","-0.8","32"
"","Assam","1270","190","27.1","17.3","3.7","744"
"","Manipur","128","3","2.1","2.2","-0.1","30"
"","Meghalaya","284","2","4.3","1.5","-0.7","45"
"","Mizoram","76","4","1.2","1.3","-0.1","16"
"","Nagaland","100","3","1.7","1.6","0.1","27"
"","Tripura","261","1","3.6","1.4","0.2","100"
