"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4836","70","105.1","47.6","0.7","183"
"","Haryana","4800","437","91.9","51.3","1.6","247"
"","Rajasthan","6233","243","141.2","50.8","-3.4","46"
"","Delhi","3491","0","74.7","47.3","-0.9","149"
"","UP","8808","2260","199.3","79.7","2.7","632"
"","Uttarakhand","1316","225","25.4","14.2","0.5","136"
"","HP","1251","30","23.6","12.3","1.3","160"
"","J&K","1397","100","26.7","21.4","-1.9","57"
"","Chandigarh","205","0","4.3","4.0","0.2","27"
"WR","Chhattisgarh","3254","75","74.8","18.2","4.1","683"
"","Gujarat","11447","88","264.8","32.0","-3.9","310"
"","MP","7385","36","143.0","68.9","-1.8","241"
"","Maharashtra","16116","175","361.7","118.8","2.2","340"
"","Goa","359","72","8.0","7.3","0.2","35"
"","DD","265","1","6.3","5.3","1.0","12"
"","DNH","600","3","14.0","13.7","0.3","18"
"SR","Andhra Pradesh","10830","2000","246.0","71.4","2.6","233"
"","Karnataka","7471","600","162.4","21.5","1.4","388"
"","Kerala","3045","500","60.8","31.2","2.0","219"
"","Tamil Nadu","11009","1913","233.7","77.2","4.0","553"
"","Pondy","299","0","6.5","7.3","-0.8","6"
"ER","Bihar","1707","170","36.5","36.8","-0.4","150"
"","DVC","2525","50","53.8","-22.4","-4.6","280"
"","Jharkhand","942","0","20.2","8.5","-0.4","50"
"","Odisha","3555","0","73.4","8.3","1.4","250"
"","West Bengal","6857","173","141.9","39.5","3.0","350"
"","Sikkim","34","0","1.5","1.6","-0.1","12"
"NER","Arunachal Pradesh","85","8","1.2","1.0","0.2","38"
"","Assam","925","257","15.3","10.8","0.6","119"
"","Manipur","95","5","1.1","1.0","0.0","42"
"","Meghalaya","237","25","4.0","2.9","0.0","46"
"","Mizoram","56","5","1.0","0.8","0.2","16"
"","Nagaland","52","8","0.9","0.8","0.1","18"
"","Tripura","175","46","3.2","0.6","0.6","41"
