"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5326","0","103.6","42.8","-0.3","174","0.0"
"","Haryana","6426","0","119.9","72.4","0.7","218","0.0"
"","Rajasthan","9695","223","204.3","71.3","3.7","427","3.3"
"","Delhi","3681","0","69.1","59.5","0.7","224","0.0"
"","UP","12918","0","282.8","101.3","0.3","371","2.4"
"","Uttarakhand","1741","0","34.1","14.3","0.7","154","0.0"
"","HP","1326","0","24.0","16.2","-0.3","80","0.0"
"","J&K","1821","455","38.6","32.8","-0.4","159","9.1"
"","Chandigarh","177","0","3.3","3.7","-0.5","8","0.0"
"WR","Chhattisgarh","3395","0","72.0","13.4","-1.5","160","0.1"
"","Gujarat","14701","0","316.2","93.3","4.6","707","0.0"
"","MP","9860","0","231.3","161.0","2.5","647","0.0"
"","Maharashtra","19834","0","419.2","136.7","1.8","407","0.0"
"","Goa","463","0","9.2","9.1","0.1","51","0.0"
"","DD","316","0","7.0","6.3","0.7","68","0.0"
"","DNH","750","0","16.9","16.2","0.7","68","0.0"
"","Essar steel","432","0","7.9","8.9","-1.0","335","0.0"
"SR","Andhra Pradesh","7372","0","159.0","58.1","0.8","386","0.0"
"","Telangana","7202","0","151.7","53.0","-4.2","336","0.0"
"","Karnataka","8252","0","182.7","73.1","4.1","861","2.7"
"","Kerala","3267","0","65.6","49.4","0.4","217","0.0"
"","Tamil Nadu","12911","0","257.3","158.8","1.6","642","0.0"
"","Pondy","318","0","6.3","6.7","-0.4","25","0.0"
"ER","Bihar","3836","0","67.0","57.4","1.6","110","0.0"
"","DVC","2967","0","62.8","-22.3","4.3","310","0.0"
"","Jharkhand","946","0","20.6","14.5","-0.3","80","0.0"
"","Odisha","3951","0","70.7","32.3","1.6","420","0.0"
"","West Bengal","6433","0","104.8","22.4","1.6","370","0.0"
"","Sikkim","101","0","1.1","1.0","0.1","25","0.0"
"NER","Arunachal Pradesh","121","2","2.4","2.1","0.2","7","0.0"
"","Assam","1481","25","23.9","17.9","0.6","139","0.7"
"","Manipur","155","1","2.7","2.5","0.2","19","0.0"
"","Meghalaya","273","0","5.3","2.3","0.0","59","0.0"
"","Mizoram","86","1","1.4","1.3","0.0","15","0.0"
"","Nagaland","114","1","1.9","1.4","0.0","19","0.0"
"","Tripura","206","5","3.4","2.2","-0.4","75","0.0"
