"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5295","0","109.5","55.2","0.2","349"
"","Haryana","6401","0","116.6","90.2","-0.9","317"
"","Rajasthan","7916","0","173.0","58.5","0.3","443"
"","Delhi","3941","0","84.7","72.1","-1.3","108"
"","UP","14417","0","313.2","115.9","3.9","463"
"","Uttarakhand","1722","0","35.1","22.1","-0.1","103"
"","HP","1271","0","24.4","12.4","1.8","258"
"","J&K","1866","466","37.2","25.3","-1.4","129"
"","Chandigarh","193","0","4.0","4.2","-0.2","9"
"WR","Chhattisgarh","3887","0","91.2","45.7","-1.6","296"
"","Gujarat","14886","0","326.5","81.5","0.5","442"
"","MP","8278","0","181.5","101.6","-2.4","403"
"","Maharashtra","21854","514","485.6","137.5","4.5","1052"
"","Goa","483","0","10.3","9.2","0.5","86"
"","DD","311","0","7.1","6.4","0.7","61"
"","DNH","726","0","16.7","16.8","-0.1","32"
"","Essar steel","470","0","10.0","9.0","1.0","208"
"SR","Andhra Pradesh","7224","0","164.0","35.8","5.9","906"
"","Telangana","9001","0","183.8","106.5","2.2","337"
"","Karnataka","9768","0","222.4","72.0","1.9","316"
"","Kerala","3747","0","76.2","51.6","1.9","309"
"","Tamil Nadu","14224","0","322.9","160.0","1.2","544"
"","Pondy","343","0","7.3","7.6","-0.3","17"
"ER","Bihar","3706","0","68.8","64.2","-0.3","250"
"","DVC","2920","0","67.7","-35.7","-0.6","225"
"","Jharkhand","1173","0","24.8","18.0","1.1","100"
"","Odisha","3860","0","75.4","20.2","0.5","250"
"","West Bengal","8253","0","146.5","41.7","0.4","250"
"","Sikkim","83","0","1.2","1.7","-0.5","15"
"NER","Arunachal Pradesh","100","1","1.8","2.2","-0.4","11"
"","Assam","1215","191","18.5","12.5","2.0","103"
"","Manipur","135","1","2.0","2.2","-0.2","9"
"","Meghalaya","235","0","4.1","1.5","-0.8","43"
"","Mizoram","83","1","1.0","1.2","-0.3","9"
"","Nagaland","87","5","1.7","1.6","0.0","1"
"","Tripura","195","5","2.2","2.1","-0.8","21"
