"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5700","0","123.0","41.3","-0.1","96","0.0"
"","Haryana","6366","0","123.5","64.0","5.0","408","0.0"
"","Rajasthan","12139","0","229.4","73.8","0.7","322","0.0"
"","Delhi","3350","0","61.6","46.1","-0.5","141","0.0"
"","UP","12389","0","253.5","103.5","0.5","191","1.7"
"","Uttarakhand","1848","0","34.7","23.7","0.1","159","0.0"
"","HP","1491","0","27.0","19.0","0.1","109","0.0"
"","J&K","2082","521","42.8","40.4","-3.2","58","10.2"
"","Chandigarh","187","0","3.2","3.2","0.0","26","0.0"
"WR","Chhattisgarh","3536","0","75.4","9.6","-0.4","281","0.0"
"","Gujarat","15159","0","324.3","112.2","0.4","476","0.0"
"","MP","13438","0","258.4","144.3","0.2","647","0.0"
"","Maharashtra","21270","0","430.1","109.3","1.4","468","0.0"
"","Goa","484","0","9.6","9.1","0.1","58","0.0"
"","DD","307","0","6.6","5.8","0.8","85","0.0"
"","DNH","718","0","16.2","15.2","1.0","89","0.0"
"","Essar steel","538","0","10.9","11.2","-0.3","263","0.0"
"SR","Andhra Pradesh","7777","0","168.3","56.0","1.5","506","0.0"
"","Telangana","7994","0","167.9","72.8","2.5","443","0.0"
"","Karnataka","11163","0","209.3","69.6","-0.5","461","0.0"
"","Kerala","3658","0","70.7","55.8","1.6","188","0.0"
"","Tamil Nadu","13588","0","273.8","126.7","1.2","499","0.0"
"","Pondy","313","0","6.3","6.8","-0.5","27","0.0"
"ER","Bihar","3972","0","69.7","65.9","0.8","460","0.0"
"","DVC","2812","0","60.7","-17.9","1.2","396","0.0"
"","Jharkhand","1162","0","25.0","14.5","-0.7","169","0.0"
"","Odisha","4008","0","75.7","35.9","-1.9","267","0.0"
"","West Bengal","6316","0","105.2","15.6","0.0","309","0.0"
"","Sikkim","99","0","1.5","1.6","-0.2","18","0.0"
"NER","Arunachal Pradesh","117","3","2.1","1.8","0.3","37","0.0"
"","Assam","1403","18","23.6","18.0","1.4","107","0.3"
"","Manipur","179","3","2.7","2.9","-0.2","37","0.0"
"","Meghalaya","353","0","6.4","5.3","-0.1","24","0.3"
"","Mizoram","88","2","1.5","0.9","0.2","12","0.0"
"","Nagaland","126","2","2.2","1.6","0.4","45","0.0"
"","Tripura","222","1","4.0","1.3","0.6","52","0.0"
