"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4873","0","98.9","40.0","-2.0","5","0.0"
"","Haryana","5162","0","105.6","93.7","0.4","211","0.0"
"","Rajasthan","11685","0","215.0","65.7","-0.4","571","0.0"
"","Delhi","3330","0","58.0","47.6","-0.8","156","0.0"
"","UP","13679","0","255.2","115.7","1.0","627","0.9"
"","Uttarakhand","1628","0","31.5","19.4","0.4","145","0.0"
"","HP","1445","29","25.7","18.1","-0.6","131","0.3"
"","J&K","2211","553","43.7","37.5","-1.3","201","10.3"
"","Chandigarh","173","0","2.9","3.0","0.0","17","0.0"
"WR","Chhattisgarh","3298","0","70.8","25.8","-1.5","242","0.0"
"","Gujarat","15140","0","321.7","94.0","1.5","608","0.0"
"","MP","12661","0","246.0","151.9","-1.8","419","0.0"
"","Maharashtra","19703","0","417.1","128.8","-2.5","435","0.0"
"","Goa","541","0","11.8","11.4","-0.2","35","0.0"
"","DD","296","0","6.8","6.2","0.6","38","0.0"
"","DNH","771","0","18.0","18.1","-0.1","43","0.0"
"","Essar steel","306","0","6.0","5.6","0.4","295","0.0"
"SR","Andhra Pradesh","8123","0","167.3","70.0","0.1","341","0.0"
"","Telangana","8167","0","174.0","65.8","0.8","457","0.0"
"","Karnataka","9412","0","176.5","34.4","1.0","506","0.0"
"","Kerala","3292","0","65.8","51.9","1.6","207","0.0"
"","Tamil Nadu","11200","0","244.6","140.0","0.3","464","0.0"
"","Pondy","309","0","6.3","6.8","-0.5","26","0.0"
"ER","Bihar","4070","0","67.8","68.0","-1.2","40","0.0"
"","DVC","2998","0","61.4","-28.4","0.0","180","0.0"
"","Jharkhand","1150","0","24.1","17.9","-1.2","31","0.0"
"","Odisha","3801","0","72.1","7.6","0.2","230","0.0"
"","West Bengal","5830","0","102.9","25.4","1.0","350","0.0"
"","Sikkim","96","0","1.2","1.2","0.0","20","0.0"
"NER","Arunachal Pradesh","114","2","2.2","2.0","0.0","18","0.0"
"","Assam","1274","42","21.7","16.5","-0.2","87","0.8"
"","Manipur","194","1","2.6","2.5","0.0","21","0.0"
"","Meghalaya","328","0","6.1","2.9","0.5","23","0.0"
"","Mizoram","97","2","1.8","0.2","0.6","24","0.0"
"","Nagaland","127","2","2.1","1.9","-0.1","18","0.0"
"","Tripura","211","4","3.3","1.7","-0.2","31","0.0"
