"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5635","0","112.7","28.7","-0.2","80","0.0"
"","Haryana","6877","0","131.5","68.7","1.2","230","0.1"
"","Rajasthan","12413","0","242.1","60.7","0.3","304","0.0"
"","Delhi","4167","0","68.7","53.1","-0.2","229","0.0"
"","UP","14300","0","289.2","104.4","0.1","364","0.6"
"","Uttarakhand","2148","0","39.7","24.5","0.0","114","0.1"
"","HP","1632","0","30.1","24.9","0.2","95","0.1"
"","J&K","2398","600","51.3","46.9","0.2","88","8.8"
"","Chandigarh","258","0","4.1","3.9","0.3","64","0.0"
"WR","Chhattisgarh","3728","0","79.0","31.8","-0.1","255","0.9"
"","Gujarat","15183","0","323.3","76.6","3.4","618","0.0"
"","MP","13497","0","256.0","144.7","-0.1","597","0.0"
"","Maharashtra","20526","0","415.4","97.2","-0.2","462","0.0"
"","Goa","473","0","9.1","9.0","0.1","30","0.0"
"","DD","291","0","6.6","6.5","0.1","48","0.0"
"","DNH","751","0","17.5","17.4","0.2","91","0.0"
"","Essar steel","547","0","10.6","11.1","-0.5","237","0.0"
"SR","Andhra Pradesh","8059","0","163.3","80.7","0.3","420","0.0"
"","Telangana","9101","0","182.0","77.4","0.3","436","0.0"
"","Karnataka","11066","0","207.5","72.7","-0.3","645","0.0"
"","Kerala","3199","0","59.8","48.5","0.0","158","0.0"
"","Tamil Nadu","14132","0","296.5","138.0","0.6","453","0.0"
"","Pondy","354","0","7.2","7.3","-0.1","60","0.0"
"ER","Bihar","4179","0","74.6","70.2","-0.6","460","0.0"
"","DVC","3101","0","65.1","-29.4","-0.5","396","0.0"
"","Jharkhand","1130","0","24.6","17.5","0.5","169","0.0"
"","Odisha","3618","0","70.4","23.9","-0.1","267","0.0"
"","West Bengal","6268","0","112.6","30.5","-2.0","309","0.0"
"","Sikkim","93","0","1.4","2.1","-0.8","18","0.0"
"NER","Arunachal Pradesh","124","2","2.4","1.7","0.7","77","0.0"
"","Assam","1334","13","22.1","16.8","0.8","79","0.3"
"","Manipur","208","3","2.9","3.0","-0.1","22","0.0"
"","Meghalaya","355","0","6.4","4.7","0.0","59","0.0"
"","Mizoram","104","2","1.7","1.4","0.2","20","0.0"
"","Nagaland","116","3","2.1","1.9","0.1","24","0.2"
"","Tripura","218","1","3.4","1.5","-0.1","49","0.0"
