"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5100","0","115.9","75.0","-0.8","151"
"","Haryana","5664","151","111.6","80.4","-2.3","176"
"","Rajasthan","7169","0","160.2","36.9","-1.5","325"
"","Delhi","4008","0","85.5","67.9","0.3","122"
"","UP","11688","2925","252.5","116.4","2.7","528"
"","Uttarakhand","1654","75","34.5","21.3","0.9","142"
"","HP","1172","0","24.5","7.7","0.6","153"
"","J&K","1737","100","32.2","17.9","0.7","331"
"","Chandigarh","211","0","4.4","4.5","-0.1","10"
"WR","Chhattisgarh","3036","69","69.3","16.4","1.4","350"
"","Gujarat","12509","62","271.7","45.3","2.1","382"
"","MP","6660","44","146.8","78.4","-1.7","243"
"","Maharashtra","18322","524","402.3","121.5","0.6","591"
"","Goa","409","3","8.7","8.7","-0.2","63"
"","DD","261","1","4.2","4.3","-0.1","35"
"","DNH","660","4","15.3","15.2","0.0","21"
"","Essar steel","449","3","9.6","10.2","-0.7","11"
"SR","Andhra Pradesh","10638","1500","248.7","83.8","4.1","370"
"","Karnataka","8395","400","178.5","31.0","0.9","294"
"","Kerala","3353","75","63.7","37.8","0.2","200"
"","Tamil Nadu","12309","791","283.7","87.3","0.0","316"
"","Pondy","333","0","7.0","7.0","0.0","67"
"ER","Bihar","2268","400","48.0","43.8","1.8","180"
"","DVC","2428","45","54.5","-13.0","-1.2","120"
"","Jharkhand","884","0","20.0","10.5","-1.3","0"
"","Odisha","3847","0","78.6","19.9","-1.1","200"
"","West Bengal","7052","21","146.9","41.3","-0.9","400"
"","Sikkim","92","0","1.1","1.0","0.1","25"
"NER","Arunachal Pradesh","101","6","1.5","1.4","0.2","42"
"","Assam","1125","228","21.0","13.8","2.5","145"
"","Manipur","104","8","1.5","1.4","0.1","31"
"","Meghalaya","246","7","3.9","2.0","-0.1","70"
"","Mizoram","72","4","1.2","1.0","-0.1","24"
"","Nagaland","104","2","1.6","1.5","-0.1","35"
"","Tripura","219","15","2.8","0.6","0.0","113"
