"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4645","0","86.0","33.9","-0.2","161"
"","Haryana","5627","0","94.3","62.3","-0.4","227"
"","Rajasthan","8950","0","190.2","68.8","4.3","460"
"","Delhi","3761","0","60.3","48.7","-0.4","228"
"","UP","12400","0","254.2","95.3","0.1","257"
"","Uttarakhand","1854","0","33.9","19.3","-0.3","88"
"","HP","1265","0","23.7","18.7","-0.7","229"
"","J&K","2043","511","43.3","39.5","-1.0","106"
"","Chandigarh","197","0","3.3","3.4","-0.1","19"
"WR","Chhattisgarh","3228","0","73.7","12.5","0.0","233"
"","Gujarat","12900","0","274.5","82.6","-2.9","562"
"","MP","10392","0","196.8","120.1","-1.6","436"
"","Maharashtra","19621","0","410.6","141.6","1.4","549"
"","Goa","404","0","9.0","8.1","0.4","107"
"","DD","280","0","6.4","6.2","0.2","37"
"","DNH","721","0","16.6","16.8","-0.2","6"
"","Essar steel","483","0","10.4","9.8","0.6","175"
"SR","Andhra Pradesh","6822","0","148.4","26.1","2.7","571"
"","Telangana","7832","0","157.4","75.9","1.9","421"
"","Karnataka","8806","0","190.7","74.7","3.3","458"
"","Kerala","3271","0","60.7","52.2","1.9","241"
"","Tamil Nadu","11004","0","233.8","125.0","-2.6","586"
"","Pondy","259","0","5.4","6.1","-0.7","8"
"ER","Bihar","3322","0","60.5","58.6","1.0","200"
"","DVC","2520","0","63.0","-28.0","-0.4","150"
"","Jharkhand","1120","0","23.5","17.3","0.4","125"
"","Odisha","3710","0","68.2","15.1","0.7","200"
"","West Bengal","6333","0","104.4","14.3","1.2","250"
"","Sikkim","80","0","1.5","1.2","0.2","15"
"NER","Arunachal Pradesh","90","5","2.1","1.6","0.5","23"
"","Assam","1327","17","21.6","14.8","2.5","215"
"","Manipur","133","1","2.3","2.4","-0.1","12"
"","Meghalaya","279","0","5.1","4.3","0.1","23"
"","Mizoram","77","1","1.5","0.9","0.5","28"
"","Nagaland","88","1","2.2","1.6","0.4","11"
"","Tripura","207","0","3.3","2.0","-0.1","32"
