"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4569","0","94.6","31.8","-1.9","172","0.0"
"","Haryana","6159","0","109.2","50.5","1.2","270","0.0"
"","Rajasthan","10500","0","203.8","78.3","2.8","393","2.0"
"","Delhi","3169","0","56.0","38.6","-0.3","236","0.0"
"","UP","12778","310","270.2","77.9","1.2","286","1.3"
"","Uttarakhand","1804","0","32.5","16.8","0.4","133","0.1"
"","HP","1411","0","25.4","20.4","-0.1","90","0.1"
"","J&K","2056","514","42.6","39.6","-1.4","69","10.1"
"","Chandigarh","178","0","2.9","3.0","-0.1","21","0.0"
"WR","Chhattisgarh","3187","0","68.7","5.0","-3.3","12","0.0"
"","Gujarat","13321","19","281.9","84.9","-1.3","326","0.0"
"","MP","11738","0","229.4","141.1","-1.5","677","0.3"
"","Maharashtra","19556","0","404.0","133.4","0.6","401","0.0"
"","Goa","440","0","9.3","7.7","1.0","70","0.0"
"","DD","311","0","6.5","6.3","0.2","58","0.0"
"","DNH","738","0","17.4","16.3","1.0","105","0.0"
"","Essar steel","433","0","8.6","8.7","0.0","209","0.0"
"SR","Andhra Pradesh","7914","0","157.8","64.4","3.1","567","-0.2"
"","Telangana","7512","0","152.1","58.1","0.7","418","-0.2"
"","Karnataka","8760","0","187.6","84.4","30.6","500","-0.3"
"","Kerala","3234","0","61.9","49.8","1.1","244","-0.1"
"","Tamil Nadu","11979","0","262.2","131.8","58.8","447","-0.4"
"","Pondy","295","0","6.0","6.5","-0.5","22","0.0"
"ER","Bihar","3809","0","63.9","59.0","-1.5","398","0.0"
"","DVC","2913","0","65.8","-37.6","0.0","345","0.0"
"","Jharkhand","1102","0","22.7","12.8","-0.5","112","0.3"
"","Odisha","3689","0","65.9","28.6","3.1","435","0.0"
"","West Bengal","5803","0","98.2","15.3","3.2","485","0.0"
"","Sikkim","88","0","1.7","1.6","0.1","20","0.0"
"NER","Arunachal Pradesh","117","7","2.3","2.0","0.2","12","0.1"
"","Assam","1343","15","21.9","16.8","0.5","115","0.3"
"","Manipur","165","6","2.4","2.8","-0.4","22","0.0"
"","Meghalaya","292","0","5.3","3.4","-0.3","26","0.0"
"","Mizoram","83","6","1.5","1.5","-0.1","17","0.0"
"","Nagaland","115","8","2.1","1.7","-0.1","31","0.0"
"","Tripura","178","5","2.9","1.7","-0.3","46","0.0"
