"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9965","0","220.4","136.7","-0.2","200","0.0"
"","Haryana","8480","100","176.5","138.2","-0.9","206","0.1"
"","Rajasthan","7860","0","158.5","46.7","0.0","240","0.0"
"","Delhi","5772","0","113.7","94.3","-0.2","229","0.1"
"","UP","16434","0","322.5","147.6","2.4","559","0.0"
"","Uttarakhand","1721","0","36.9","9.9","0.3","141","0.0"
"","HP","1247","0","26.3","-2.4","2.7","227","0.0"
"","J&K","1877","469","37.6","12.1","-0.4","479","8.9"
"","Chandigarh","322","0","6.3","6.5","-0.2","21","0.0"
"WR","Chhattisgarh","3150","0","73.0","8.2","-0.7","119","0.1"
"","Gujarat","10994","0","243.5","31.8","1.4","574","0.0"
"","MP","6389","0","132.5","66.0","-0.5","406","0.0"
"","Maharashtra","17684","0","391.8","107.3","4.9","510","0.0"
"","Goa","436","0","8.5","8.2","-0.1","45","0.0"
"","DD","284","0","6.4","6.2","0.2","44","0.0"
"","DNH","689","0","15.7","15.9","-0.2","6","0.0"
"","Essar steel","466","0","9.3","9.1","0.2","226","0.0"
"SR","Andhra Pradesh","7109","0","149.9","34.2","5.2","770","0.0"
"","Telangana","6842","0","147.6","82.1","0.1","467","0.0"
"","Karnataka","8030","0","173.9","68.0","4.4","446","0.0"
"","Kerala","3430","0","63.0","46.7","1.4","261","0.0"
"","Tamil Nadu","14371","0","316.9","134.9","6.5","823","0.0"
"","Pondy","355","0","6.8","7.4","-0.6","30","0.0"
"ER","Bihar","3644","0","66.1","66.8","-2.0","80","0.0"
"","DVC","2708","0","59.6","-36.0","0.5","150","0.0"
"","Jharkhand","980","0","20.7","15.9","-1.3","60","0.0"
"","Odisha","3985","0","76.9","25.5","2.6","340","0.0"
"","West Bengal","7435","0","143.6","43.0","1.9","140","0.0"
"","Sikkim","65","0","1.1","1.3","-0.2","10","0.0"
"NER","Arunachal Pradesh","102","4","1.8","3.1","-1.3","6","0.0"
"","Assam","1501","134","26.9","20.8","2.1","116","1.2"
"","Manipur","131","5","2.0","2.1","-0.1","7","0.1"
"","Meghalaya","244","0","4.7","-0.4","-0.6","35","0.0"
"","Mizoram","62","6","1.2","1.0","0.1","23","0.1"
"","Nagaland","101","4","1.9","2.3","-0.4","18","0.0"
"","Tripura","230","2","4.3","3.1","-0.7","23","0.1"
