"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5502","0","109.1","32.4","0.1","219","0.0"
"","Haryana","5940","0","118.6","74.4","0.1","160","0.0"
"","Rajasthan","12569","0","239.6","69.9","-0.3","456","0.0"
"","Delhi","4064","0","64.6","49.3","-1.8","102","0.0"
"","UP","13609","0","280.0","109.7","0.2","198","4.0"
"","Uttarakhand","2026","0","36.2","21.4","0.3","118","0.0"
"","HP","1491","0","25.3","21.0","-0.7","103","2.6"
"","J&K","2676","669","49.0","45.1","-1.2","449","11.3"
"","Chandigarh","210","0","3.4","3.7","-0.3","27","0.0"
"WR","Chhattisgarh","3793","0","84.7","38.6","2.8","193","0.0"
"","Gujarat","15056","0","321.9","78.8","1.0","735","0.0"
"","MP","13659","0","250.8","141.8","-0.9","608","0.0"
"","Maharashtra","19972","0","403.2","124.0","0.7","645","0.0"
"","Goa","498","0","12.0","9.2","2.1","55","0.0"
"","DD","294","0","6.8","6.6","0.1","32","0.0"
"","DNH","749","0","17.2","17.1","0.1","60","0.0"
"","Essar steel","637","0","11.9","11.3","0.6","302","0.0"
"SR","Andhra Pradesh","8102","0","163.4","67.7","0.0","478","0.0"
"","Telangana","8981","0","181.2","70.4","0.0","392","0.0"
"","Karnataka","10336","0","197.4","73.0","-0.4","578","0.0"
"","Kerala","3017","0","58.8","49.6","0.5","164","0.0"
"","Tamil Nadu","12473","0","264.6","139.9","0.3","439","0.0"
"","Pondy","314","0","6.5","6.7","-0.2","51","0.0"
"ER","Bihar","4274","0","76.2","72.2","-1.1","460","0.0"
"","DVC","3134","0","65.4","-42.0","-0.6","396","0.0"
"","Jharkhand","999","232","23.2","16.0","0.6","169","0.7"
"","Odisha","3720","0","73.3","25.0","0.5","267","0.0"
"","West Bengal","6138","0","111.0","12.3","-0.3","309","0.0"
"","Sikkim","84","0","1.1","1.8","-0.6","18","0.0"
"NER","Arunachal Pradesh","118","2","2.3","2.0","0.3","53","0.0"
"","Assam","1328","28","22.2","16.6","1.0","90","0.2"
"","Manipur","185","3","3.0","3.0","-0.1","18","0.0"
"","Meghalaya","331","0","6.4","5.6","-0.1","31","0.0"
"","Mizoram","93","2","1.8","1.7","0.0","5","0.0"
"","Nagaland","110","3","2.1","2.0","0.0","17","0.0"
"","Tripura","242","1","4.0","3.8","0.6","50","0.0"
