"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4897","0","93.6","43.4","0.1","88"
"","Haryana","5406","0","96.6","63.1","-1.3","131"
"","Rajasthan","7659","0","167.4","57.0","1.0","419"
"","Delhi","3107","100","62.3","47.7","-1.2","286"
"","UP","10833","1350","238.9","108.5","0.6","284"
"","Uttarakhand","1574","0","30.8","21.3","0.3","153"
"","HP","1236","0","23.2","12.3","-0.2","86"
"","J&K","1556","100","32.1","22.2","-1.9","25"
"","Chandigarh","182","0","3.4","3.3","0.0","15"
"WR","Chhattisgarh","3345","95","78.5","21.2","0.1","402"
"","Gujarat","11620","0","261.9","52.4","-2.0","896"
"","MP","6958","2","148.8","74.5","-2.0","133"
"","Maharashtra","18672","28","398.3","126.9","1.8","410"
"","Goa","455","50","8.7","7.7","0.3","120"
"","DD","230","0","5.7","5.1","0.6","43"
"","DNH","530","0","12.2","12.2","0.0","74"
"","Essar steel","596","0","12.6","12.0","0.5","65"
"SR","Andhra Pradesh","12233","1000","284.0","88.7","5.0","411"
"","Karnataka","8597","350","194.4","32.1","1.4","246"
"","Kerala","3450","150","68.8","26.3","1.2","266"
"","Tamil Nadu","12551","735","276.9","91.8","0.2","542"
"","Pondy","311","0","6.4","6.5","0.0","21"
"ER","Bihar","1991","200","39.1","36.2","0.4","180"
"","DVC","2501","0","55.7","-6.4","-1.0","90"
"","Jharkhand","822","0","19.6","10.1","-1.2","50"
"","Odisha","3529","0","75.6","23.1","-4.5","200"
"","West Bengal","7131","0","144.7","48.8","-2.3","220"
"","Sikkim","89","0","1.4","1.4","0.0","16"
"NER","Arunachal Pradesh","95","3","1.4","1.1","0.4","47"
"","Assam","1072","154","19.3","11.2","3.5","162"
"","Manipur","97","3","1.5","1.5","0.0","20"
"","Meghalaya","261","14","3.8","3.4","-0.2","48"
"","Mizoram","75","3","1.1","1.0","-0.1","19"
"","Nagaland","98","2","1.7","1.6","-0.1","31"
"","Tripura","242","3","3.0","1.3","-0.7","68"
