"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6846","0","144.3","50.9","-0.1","121","0.0"
"","Haryana","7186","0","147.5","88.8","2.4","299","0.1"
"","Rajasthan","9551","316","201.4","72.8","4.8","416","3.0"
"","Delhi","4441","0","93.8","70.3","-1.9","58","0.0"
"","UP","15338","-200","347.5","166.7","0.7","231","12.4"
"","Uttarakhand","1858","0","35.5","12.8","0.1","132","0.0"
"","HP","1343","0","25.0","11.5","1.2","142","0.0"
"","J&K","1993","498","40.5","30.4","-0.5","141","9.6"
"","Chandigarh","226","0","4.5","4.9","-0.3","8","0.0"
"WR","Chhattisgarh","3832","0","84.4","20.2","-0.6","239","0.0"
"","Gujarat","15927","0","349.5","119.8","1.6","668","0.0"
"","MP","9182","0","200.5","127.8","4.0","628","0.0"
"","Maharashtra","17598","0","386.1","133.6","-6.8","469","0.0"
"","Goa","454","0","9.9","9.4","0.5","84","0.0"
"","DD","340","0","7.6","6.7","0.9","95","0.0"
"","DNH","758","0","17.1","16.2","1.0","120","0.0"
"","Essar steel","379","0","7.6","7.6","0.0","154","0.0"
"SR","Andhra Pradesh","6844","0","145.2","34.1","0.6","643","0.0"
"","Telangana","7025","0","147.8","35.9","-2.4","492","0.0"
"","Karnataka","7096","0","141.8","29.6","4.2","519","0.0"
"","Kerala","3353","0","66.0","46.2","1.0","291","0.0"
"","Tamil Nadu","12886","0","278.0","139.6","-2.2","682","0.0"
"","Pondy","335","0","7.0","7.4","-0.4","30","0.0"
"ER","Bihar","4605","0","83.8","76.1","1.2","220","1.5"
"","DVC","2806","0","64.1","-11.4","3.3","225","1.1"
"","Jharkhand","1139","0","23.2","15.0","0.7","80","0.2"
"","Odisha","4371","0","91.2","33.5","3.8","300","0.9"
"","West Bengal","8184","0","156.5","55.9","1.7","250","0.0"
"","Sikkim","93","0","1.2","0.8","0.4","15","0.0"
"NER","Arunachal Pradesh","114","2","2.3","2.2","0.1","7","0.0"
"","Assam","1688","115","30.5","23.6","1.4","141","1.2"
"","Manipur","164","1","2.1","2.3","-0.1","20","0.1"
"","Meghalaya","245","0","4.4","-0.9","0.6","126","0.0"
"","Mizoram","84","2","1.3","1.2","0.0","15","0.0"
"","Nagaland","107","3","2.7","1.7","0.4","23","0.0"
"","Tripura","268","0","4.7","3.9","0.2","90","0.0"
