"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4813","0","87.9","34.5","1.3","204"
"","Haryana","5625","0","110.8","56.2","1.5","618"
"","Rajasthan","9516","0","195.7","71.3","-5.1","100"
"","Delhi","3709","6","63.5","44.0","-3.1","216"
"","UP","10234","1555","235.5","92.8","-1.3","429"
"","Uttarakhand","1754","40","35.0","25.4","1.6","199"
"","HP","1297","10","24.4","20.4","-0.1","93"
"","J&K","2056","100","42.4","32.7","3.4","428"
"","Chandigarh","215","0","3.7","3.2","0.6","52"
"WR","Chhattisgarh","2915","5","65.1","13.9","-1.0","236"
"","Gujarat","9094","15","192.2","17.8","-0.3","642"
"","MP","9304","0","176.9","87.4","-2.4","408"
"","Maharashtra","17779","181","367.3","114.1","7.0","674"
"","Goa","410","0","7.9","7.1","0.2","65"
"","DD","211","0","5.1","5.5","-0.4","0"
"","DNH","602","0","15.1","14.2","0.9","30"
"","Essar steel","291","0","5.7","6.3","-0.7","40"
"SR","Andhra Pradesh","12008","0","260.6","90.4","4.1","429"
"","Karnataka","8677","300","181.5","19.5","-0.3","408"
"","Kerala","3144","150","58.9","36.7","2.0","327"
"","Tamil Nadu","10799","636","224.0","76.9","1.6","300"
"","Pondy","265","0","5.3","6.4","-1.1","57"
"ER","Bihar","2040","150","38.4","38.3","0.0","140"
"","DVC","2698","0","57.1","-17.1","-2.3","240"
"","Jharkhand","1034","0","21.4","11.6","-2.0","40"
"","Odisha","3671","0","69.1","13.5","3.4","210"
"","West Bengal","5951","0","110.4","27.6","2.7","480"
"","Sikkim","101","0","2.1","1.4","0.7","21"
"NER","Arunachal Pradesh","110","5","1.6","1.4","0.2","40"
"","Assam","1079","16","19.0","13.1","1.0","192"
"","Manipur","119","3","1.6","1.9","-0.2","35"
"","Meghalaya","286","15","5.1","3.9","0.1","45"
"","Mizoram","75","3","1.3","1.1","-0.1","24"
"","Nagaland","101","1","1.6","1.6","-0.2","22"
"","Tripura","188","1","2.8","1.1","-0.8","16"
