"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9979","0","230.1","138.0","-0.6","124","0.0"
"","Haryana","8469","0","177.8","135.1","1.3","356","0.0"
"","Rajasthan","10612","0","232.6","49.0","2.2","384","0.0"
"","Delhi","5591","0","110.4","91.8","0.3","210","0.1"
"","UP","16848","0","337.4","175.7","0.5","475","0.0"
"","Uttarakhand","1782","0","35.5","17.6","-0.4","190","0.0"
"","HP","1198","0","25.0","-2.8","0.3","286","0.0"
"","J&K","2077","519","36.8","16.9","-4.8","111","8.8"
"","Chandigarh","250","0","4.9","6.5","-1.6","0","0.0"
"WR","Chhattisgarh","3617","0","84.5","17.1","-2.8","574","0.0"
"","Gujarat","15103","0","336.4","68.1","1.2","815","0.0"
"","MP","8006","0","179.2","67.0","-1.4","286","0.0"
"","Maharashtra","19297","0","425.6","116.6","-0.6","550","0.0"
"","Goa","423","0","9.5","8.5","0.3","123","0.0"
"","DD","306","0","7.1","6.1","1.0","91","0.0"
"","DNH","763","0","18.0","17.1","0.9","69","0.0"
"","Essar steel","544","0","9.3","9.2","0.1","274","0.0"
"SR","Andhra Pradesh","6746","0","154.7","3.7","-0.1","481","0.0"
"","Telangana","7105","0","143.2","72.8","0.3","483","0.0"
"","Karnataka","8067","0","161.9","39.4","-0.1","490","0.0"
"","Kerala","2997","0","57.3","19.1","-1.1","122","0.0"
"","Tamil Nadu","12539","0","277.0","73.8","-1.9","498","0.0"
"","Pondy","322","0","7.0","7.2","-0.2","37","0.0"
"ER","Bihar","4576","0","90.8","89.0","-0.2","225","0.0"
"","DVC","2936","0","67.7","-26.2","3.0","250","0.6"
"","Jharkhand","1129","0","24.3","18.8","-0.3","85","0.0"
"","Odisha","4960","0","101.3","55.3","3.0","225","0.0"
"","West Bengal","8106","0","166.4","62.3","3.1","250","0.0"
"","Sikkim","71","0","0.9","1.3","-0.4","15","0.0"
"NER","Arunachal Pradesh","117","1","2.3","2.6","-0.3","0","0.0"
"","Assam","1673","96","31.0","24.7","1.4","185","1.0"
"","Manipur","161","1","2.5","2.4","0.0","21","0.0"
"","Meghalaya","283","0","5.6","1.0","-0.1","25","0.0"
"","Mizoram","82","1","1.4","1.0","0.1","11","0.0"
"","Nagaland","118","3","2.3","1.8","0.1","26","0.0"
"","Tripura","255","2","4.6","4.7","0.7","49","0.1"
