"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7081","0","139.6","67.2","-1.8","23","0.0"
"","Haryana","7556","0","141.8","110.4","-0.7","150","0.0"
"","Rajasthan","10180","0","223.8","72.7","-1.2","360","0.0"
"","Delhi","4903","0","96.4","80.7","-0.3","170","0.0"
"","UP","19360","0","365.3","167.2","1.3","600","0.0"
"","Uttarakhand","1765","0","37.8","15.5","-0.4","115","0.0"
"","HP","1244","0","24.7","5.5","0.8","138","0.0"
"","J&K","2163","541","43.9","27.5","-1.3","119","10.3"
"","Chandigarh","211","0","4.1","4.7","-0.6","0","0.0"
"WR","Chhattisgarh","4272","0","94.7","49.5","-3.7","411","0.0"
"","Gujarat","16080","0","362.8","102.8","3.5","479","0.0"
"","MP","9163","0","208.6","110.8","0.0","506","0.0"
"","Maharashtra","20787","0","475.9","142.0","-2.0","448","0.0"
"","Goa","541","0","10.7","10.2","-0.1","41","0.0"
"","DD","297","0","6.7","6.4","0.3","31","0.0"
"","DNH","773","0","18.2","18.2","0.0","56","0.0"
"","Essar steel","350","0","6.3","5.7","0.6","365","0.0"
"SR","Andhra Pradesh","8902","0","189.8","55.7","0.1","476","0.0"
"","Telangana","7423","0","163.0","45.1","-0.2","472","0.0"
"","Karnataka","10812","0","215.5","74.1","1.7","683","0.0"
"","Kerala","3873","0","75.3","53.7","1.3","174","0.0"
"","Tamil Nadu","14345","0","329.5","167.3","0.0","642","0.0"
"","Pondy","399","0","8.4","8.5","-0.1","34","0.0"
"ER","Bihar","4985","0","87.9","86.1","-1.1","345","0.0"
"","DVC","3023","0","65.6","-36.9","1.8","302","0.0"
"","Jharkhand","1169","0","23.8","14.0","-0.9","185","0.0"
"","Odisha","3147","0","62.0","19.3","-0.8","198","0.0"
"","West Bengal","7873","0","131.5","44.8","-1.3","369","0.0"
"","Sikkim","83","0","1.0","1.5","-0.5","20","0.0"
"NER","Arunachal Pradesh","96","2","1.8","3.2","-1.4","17","0.0"
"","Assam","1336","230","18.3","12.5","0.5","120","7.0"
"","Manipur","120","2","1.9","2.2","-0.3","26","0.0"
"","Meghalaya","299","0","5.0","1.3","-0.2","74","0.0"
"","Mizoram","73","1","1.5","1.6","-0.2","12","0.0"
"","Nagaland","102","3","1.9","1.9","-0.1","12","0.0"
"","Tripura","240","10","3.4","4.0","-0.4","68","0.0"
