"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7919","0","169.5","80.3","-1.3","43","0.0"
"","Haryana","8037","0","171.5","118.9","0.1","187","0.0"
"","Rajasthan","10756","0","233.6","82.6","1.8","446","0.0"
"","Delhi","5527","0","114.0","97.0","-0.2","266","0.1"
"","UP","22057","430","428.3","188.4","1.0","724","0.0"
"","Uttarakhand","2097","0","35.8","21.4","0.6","112","0.0"
"","HP","1444","0","13.1","5.2","1.6","222","0.2"
"","J&K","2210","552","48.1","25.7","2.2","342","11.3"
"","Chandigarh","284","0","5.5","6.2","-0.7","0","0.0"
"WR","Chhattisgarh","3914","0","88.9","38.6","-3.2","292","0.0"
"","Gujarat","17283","0","384.3","82.1","5.2","641","0.0"
"","MP","9761","0","225.1","110.3","0.0","619","0.0"
"","Maharashtra","23139","0","513.9","122.7","-2.7","424","0.0"
"","Goa","541","0","12.4","11.5","0.3","170","0.0"
"","DD","337","0","7.5","7.1","0.5","47","0.0"
"","DNH","774","0","18.0","18.5","-0.5","44","0.0"
"","Essar steel","224","0","3.9","3.4","0.4","285","0.0"
"SR","Andhra Pradesh","9688","0","202.5","64.2","0.7","542","0.0"
"","Telangana","8130","0","171.3","47.2","0.4","403","0.0"
"","Karnataka","11353","0","219.4","65.9","1.2","738","0.0"
"","Kerala","4189","0","87.7","61.3","1.6","344","0.0"
"","Tamil Nadu","15916","0","364.0","194.1","0.8","578","0.0"
"","Pondy","429","0","8.8","9.1","-0.2","49","0.0"
"ER","Bihar","5187","0","105.8","100.1","1.6","500","0.0"
"","DVC","3183","0","69.8","-54.2","-0.1","320","0.0"
"","Jharkhand","1107","0","27.5","19.0","-0.8","200","0.0"
"","Odisha","4376","0","81.5","27.2","-1.0","500","0.0"
"","West Bengal","9441","0","192.0","67.1","-0.7","356","0.0"
"","Sikkim","80","0","1.0","1.2","-0.2","20","0.0"
"NER","Arunachal Pradesh","121","1","2.2","2.6","-0.4","61","0.0"
"","Assam","1668","21","27.1","22.6","1.1","147","2.0"
"","Manipur","174","2","2.6","2.4","0.3","18","0.0"
"","Meghalaya","299","12","5.2","2.9","0.1","41","0.4"
"","Mizoram","96","2","1.9","1.4","0.5","19","0.0"
"","Nagaland","125","1","2.3","2.2","0.1","18","0.0"
"","Tripura","289","7","5.2","5.1","0.1","67","0.0"
