"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6280","0","127.7","77.7","0.2","169"
"","Haryana","7302","0","134.7","96.7","-0.9","252"
"","Rajasthan","8509","0","176.9","62.3","-0.3","219"
"","Delhi","4854","0","98.7","78.8","-1.6","228"
"","UP","16823","260","328.5","125.6","0.2","415"
"","Uttarakhand","1751","80","37.1","18.2","0.0","67"
"","HP","1340","0","27.4","10.1","2.4","269"
"","J&K","1868","467","35.2","16.1","-0.5","248"
"","Chandigarh","251","0","5.1","5.4","-0.3","19"
"WR","Chhattisgarh","3949","0","89.0","28.4","0.2","235"
"","Gujarat","14380","0","331.9","78.3","-0.5","311"
"","MP","8085","0","181.2","99.3","-1.7","451"
"","Maharashtra","22204","0","488.6","156.1","0.0","488"
"","Goa","483","0","10.3","8.8","1.0","57"
"","DD","326","0","7.4","7.0","0.4","49"
"","DNH","746","0","17.2","16.3","0.9","74"
"","Essar steel","487","0","10.6","10.3","0.3","159"
"SR","Andhra Pradesh","7626","0","168.9","39.1","4.1","653"
"","Telangana","7705","0","163.5","65.1","0.1","621"
"","Karnataka","9769","0","213.8","79.3","4.2","456"
"","Kerala","3663","0","76.2","58.9","1.4","247"
"","Tamil Nadu","14318","0","304.7","161.7","6.6","1061"
"","Pondy","372","0","7.9","8.2","-0.3","23"
"ER","Bihar","3833","0","71.5","67.7","-2.5","180"
"","DVC","2893","0","67.2","-40.6","-2.6","190"
"","Jharkhand","1177","0","24.7","19.3","0.5","200"
"","Odisha","3818","0","84.9","24.5","-2.5","200"
"","West Bengal","8431","0","153.4","41.8","1.1","290"
"","Sikkim","73","0","1.0","1.6","-0.6","10"
"NER","Arunachal Pradesh","86","1","1.9","1.9","0.0","2"
"","Assam","1354","144","19.3","12.9","1.8","181"
"","Manipur","144","3","2.3","1.7","0.5","35"
"","Meghalaya","264","0","4.5","1.1","0.0","69"
"","Mizoram","71","1","1.3","0.9","0.4","27"
"","Nagaland","119","2","2.4","1.6","0.6","76"
"","Tripura","205","4","2.1","-0.3","1.7","149"
