"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7434","0","162.4","82.5","-2.1","25","0.0"
"","Haryana","7750","0","158.8","123.0","-0.2","403","0.0"
"","Rajasthan","9724","0","205.0","63.6","-0.3","521","0.0"
"","Delhi","5438","0","99.6","83.0","-0.6","152","0.0"
"","UP","19235","0","414.8","181.5","-0.4","420","0.3"
"","Uttarakhand","1850","0","40.7","16.8","0.2","160","0.0"
"","HP","1274","0","25.8","4.9","1.3","203","0.0"
"","J&K","2321","580","46.5","25.9","-0.3","191","10.9"
"","Chandigarh","356","0","4.7","5.5","-0.9","139","0.0"
"WR","Chhattisgarh","4139","0","94.1","43.3","-0.8","247","0.0"
"","Gujarat","16165","0","364.2","79.7","6.2","582","0.0"
"","MP","9238","0","206.1","105.0","0.0","431","0.0"
"","Maharashtra","20848","0","479.3","120.7","1.8","590","0.0"
"","Goa","541","0","11.2","9.6","1.0","120","0.0"
"","DD","306","0","7.1","6.6","0.4","41","0.0"
"","DNH","767","0","17.9","17.9","0.0","68","0.0"
"","Essar steel","235","0","4.8","5.7","-0.9","161","0.0"
"SR","Andhra Pradesh","9396","0","194.3","62.3","0.2","526","0.0"
"","Telangana","7185","0","154.8","39.9","0.5","486","0.0"
"","Karnataka","10465","0","214.9","58.3","-0.3","510","0.0"
"","Kerala","3954","0","78.8","56.5","1.3","204","0.0"
"","Tamil Nadu","14819","0","326.3","150.9","-0.4","708","0.0"
"","Pondy","391","0","8.5","8.6","-0.1","42","0.0"
"ER","Bihar","5225","0","105.7","100.6","0.3","290","0.0"
"","DVC","3119","0","67.7","-44.8","0.2","140","0.0"
"","Jharkhand","1287","0","28.9","18.3","-0.2","100","0.0"
"","Odisha","3975","0","83.5","27.2","0.7","340","0.0"
"","West Bengal","8998","0","176.8","58.9","-1.8","270","0.0"
"","Sikkim","73","0","0.9","1.1","-0.3","20","0.0"
"NER","Arunachal Pradesh","92","3","1.8","2.6","-0.8","1","0.0"
"","Assam","1392","56","23.3","18.8","0.5","162","2.5"
"","Manipur","161","3","2.6","2.3","0.2","39","0.0"
"","Meghalaya","295","1","4.9","2.5","0.2","66","0.4"
"","Mizoram","84","2","1.7","1.2","0.5","38","0.0"
"","Nagaland","100","2","2.0","2.0","0.0","17","0.0"
"","Tripura","280","3","4.4","4.6","-0.3","54","0.0"
