"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10449","0","239.1","130.8","0.6","494","0.0"
"","Haryana","9361","0","200.7","163.8","0.5","210","0.0"
"","Rajasthan","10353","0","231.7","57.4","-2.5","410","0.0"
"","Delhi","5783","0","117.0","101.5","-1.3","113","0.0"
"","UP","20476","170","400.1","185.9","1.5","1465","0.0"
"","Uttarakhand","2048","0","42.9","14.7","0.8","215","0.1"
"","HP","1625","0","29.7","-1.4","-0.2","494","0.0"
"","J&K","2169","542","41.6","18.5","2.3","503","9.9"
"","Chandigarh","289","0","5.6","6.0","-0.4","13","0.0"
"WR","Chhattisgarh","4139","0","97.5","40.8","1.0","232","0.0"
"","Gujarat","14019","0","313.4","39.5","5.1","528","0.0"
"","MP","7986","0","181.0","84.1","-4.2","585","0.0"
"","Maharashtra","19168","0","426.8","136.0","0.4","626","0.0"
"","Goa","541","0","11.9","10.6","0.7","67","0.0"
"","DD","342","0","7.6","7.0","0.6","67","0.0"
"","DNH","798","0","18.9","19.1","-0.2","39","0.0"
"","Essar steel","361","0","5.9","5.9","0.0","290","0.0"
"SR","Andhra Pradesh","7242","0","164.7","10.8","-0.4","498","0.0"
"","Telangana","9190","0","193.4","73.3","-1.1","496","0.0"
"","Karnataka","8805","0","168.0","32.3","-1.0","492","0.0"
"","Kerala","3133","0","63.9","41.9","1.3","284","0.0"
"","Tamil Nadu","12915","0","284.2","106.8","-1.0","411","0.0"
"","Pondy","367","0","7.5","7.7","-0.2","38","0.0"
"ER","Bihar","5694","0","110.8","105.9","0.0","40","0.0"
"","DVC","3128","0","62.6","-26.9","-0.5","370","0.0"
"","Jharkhand","1107","0","24.8","16.2","-0.3","80","0.0"
"","Odisha","4527","0","95.2","27.7","0.8","200","0.0"
"","West Bengal","8410","0","168.6","97.0","-0.8","170","0.0"
"","Sikkim","77","0","0.7","1.0","-0.3","50","0.0"
"NER","Arunachal Pradesh","120","1","2.6","2.2","0.4","36","0.0"
"","Assam","1752","168","33.2","29.4","-0.7","285","2.0"
"","Manipur","168","2","2.1","2.2","0.0","48","0.0"
"","Meghalaya","318","0","5.5","1.4","-0.1","101","0.0"
"","Mizoram","92","1","1.8","0.5","0.9","18","0.0"
"","Nagaland","132","3","2.7","2.0","0.3","49","0.0"
"","Tripura","276","6","5.1","3.7","0.5","78","0.1"
