"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8598","615","193.2","125.6","0.0","151"
"","Haryana","7711","0","173.2","109.3","0.0","308"
"","Rajasthan","6712","0","146.9","51.0","-7.1","0"
"","Delhi","5053","48","104.0","84.1","-1.0","168"
"","UP","11426","1680","253.7","127.1","-3.6","272"
"","Uttarakhand","1577","110","33.1","18.3","0.2","88"
"","HP","1176","0","25.6","1.4","0.4","92"
"","J&K","1653","100","31.2","18.1","-0.8","171"
"","Chandigarh","282","0","5.7","6.0","-0.2","19"
"WR","Chhattisgarh","3050","40","66.9","29.8","3.3","369"
"","Gujarat","9096","72","202.1","40.1","0.3","502"
"","MP","5633","23","113.6","40.4","-1.3","78"
"","Maharashtra","13755","111","300.6","68.1","5.6","527"
"","Goa","349","1","7.1","6.4","0.3","35"
"","DD","257","1","6.1","5.5","0.6","74"
"","DNH","610","2","14.2","13.5","0.7","109"
"","Essar steel","484","10","10.2","11.4","-1.2","0"
"SR","Andhra Pradesh","9790","0","214.6","86.9","2.1","271"
"","Karnataka","6777","600","138.6","15.6","0.8","248"
"","Kerala","2808","75","51.4","28.4","1.0","306"
"","Tamil Nadu","11324","578","251.6","81.0","0.0","233"
"","Pondy","303","0","6.2","7.1","-0.9","6"
"ER","Bihar","2061","300","44.5","45.9","-1.4","70"
"","DVC","2742","0","62.8","-22.9","2.7","350"
"","Jharkhand","1105","0","20.8","15.2","-0.3","130"
"","Odisha","3528","0","71.0","16.3","3.8","900"
"","West Bengal","6755","15","137.3","41.6","4.2","550"
"","Sikkim","81","0","1.2","1.1","0.1","15"
"NER","Arunachal Pradesh","100","5","1.3","1.8","-0.5","41"
"","Assam","1135","143","23.0","15.3","1.7","192"
"","Manipur","114","2","1.3","2.3","-1.0","11"
"","Meghalaya","252","10","4.1","0.8","-0.5","35"
"","Mizoram","60","2","1.0","1.1","-0.1","10"
"","Nagaland","96","2","1.5","1.4","-0.3","16"
"","Tripura","187","33","3.0","1.6","-0.5","38"
