"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5347","0","115.3","27.6","0.2","124","0.0"
"","Haryana","5936","0","116.9","69.1","1.5","226","0.6"
"","Rajasthan","11414","0","227.1","58.9","2.6","503","0.0"
"","Delhi","3460","0","61.3","43.6","0.7","179","0.0"
"","UP","12615","0","270.4","115.0","0.6","246","0.0"
"","Uttarakhand","1883","0","35.2","21.1","1.5","342","1.0"
"","HP","1566","0","28.3","18.7","0.8","149","0.2"
"","J&K","2250","562","36.6","36.4","2.3","328","9.7"
"","Chandigarh","181","0","3.2","3.0","0.2","30","0.0"
"WR","Chhattisgarh","3530","0","76.4","8.7","-1.9","141","0.0"
"","Gujarat","15092","0","331.5","130.4","5.3","590","0.0"
"","MP","13310","0","272.3","158.2","-2.7","286","0.0"
"","Maharashtra","21126","0","449.5","129.1","-3.6","439","0.0"
"","Goa","480","0","10.6","10.4","-0.1","25","0.0"
"","DD","324","0","7.2","6.5","0.7","84","0.0"
"","DNH","670","0","15.5","15.0","0.4","92","0.0"
"","Essar steel","629","0","13.0","11.5","1.4","307","0.0"
"SR","Andhra Pradesh","8022","0","174.9","62.4","0.7","697","0.0"
"","Telangana","8108","0","176.7","81.7","1.5","360","0.0"
"","Karnataka","10543","0","205.3","69.7","0.4","402","0.0"
"","Kerala","3655","0","71.1","53.3","0.8","218","0.0"
"","Tamil Nadu","12609","0","266.6","135.3","0.7","414","0.0"
"","Pondy","303","0","6.4","6.9","-0.5","17","0.0"
"ER","Bihar","4065","0","70.8","69.0","-0.8","460","0.0"
"","DVC","2927","0","62.4","-30.2","1.3","396","0.0"
"","Jharkhand","1165","0","24.9","14.7","-1.2","169","0.0"
"","Odisha","4395","0","86.3","35.8","2.6","267","0.0"
"","West Bengal","6811","0","116.4","25.2","1.9","309","0.0"
"","Sikkim","100","0","1.4","1.5","-0.1","18","0.0"
"NER","Arunachal Pradesh","121","3","2.4","2.0","0.4","40","0.0"
"","Assam","1452","23","23.9","18.8","0.9","123","0.5"
"","Manipur","151","6","2.5","2.6","-0.1","65","0.0"
"","Meghalaya","348","4","6.2","3.7","0.3","208","0.0"
"","Mizoram","91","8","1.7","1.1","0.1","0","0.0"
"","Nagaland","129","3","2.2","1.8","0.2","25","0.0"
"","Tripura","218","7","3.4","1.5","-0.2","31","0.0"
