"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5195","0","98.3","31.5","1.0","195"
"","Haryana","6205","0","114.7","78.4","-1.9","75"
"","Rajasthan","9052","590","205.4","68.6","4.3","452"
"","Delhi","3505","0","60.6","48.1","0.6","259"
"","UP","13029","0","271.1","91.5","2.3","376"
"","Uttarakhand","1806","0","33.1","18.5","-0.5","250"
"","HP","1378","18","25.8","21.0","0.3","144"
"","J&K","1691","423","35.4","38.4","-7.2","0"
"","Chandigarh","214","0","3.4","3.6","-0.1","16"
"WR","Chhattisgarh","3184","0","69.4","7.9","-1.4","272"
"","Gujarat","12755","0","265.8","77.2","-1.8","404"
"","MP","11322","0","217.7","125.4","-3.2","196"
"","Maharashtra","20224","0","406.5","122.3","-0.2","368"
"","Goa","414","0","8.6","7.4","0.6","91"
"","DD","279","0","6.3","6.3","0.0","16"
"","DNH","712","0","16.0","16.1","-0.1","24"
"","Essar steel","517","0","10.1","10.4","-0.3","176"
"SR","Andhra Pradesh","6914","0","145.5","4.6","1.8","472"
"","Telangana","7755","0","154.2","68.8","0.5","533"
"","Karnataka","9226","0","194.2","58.7","3.1","550"
"","Kerala","3476","0","65.4","55.1","2.6","251"
"","Tamil Nadu","13241","0","287.1","142.7","1.6","598"
"","Pondy","315","0","6.6","6.8","-0.2","10"
"ER","Bihar","3566","0","64.6","61.7","-0.1","320"
"","DVC","2678","0","62.1","-31.0","-0.7","150"
"","Jharkhand","1157","86","22.4","15.2","1.6","200"
"","Odisha","4053","0","66.5","16.0","0.9","250"
"","West Bengal","6401","0","101.2","23.9","1.1","285"
"","Sikkim","91","0","1.5","1.6","-0.1","20"
"NER","Arunachal Pradesh","130","2","1.9","1.8","0.1","12"
"","Assam","1365","4","19.3","14.4","0.8","107"
"","Manipur","120","3","2.1","2.5","-0.4","10"
"","Meghalaya","288","0","4.7","4.8","-0.5","25"
"","Mizoram","78","4","1.4","1.5","-0.1","17"
"","Nagaland","104","2","1.6","1.8","-0.3","21"
"","Tripura","214","0","4.1","1.4","1.1","34"
