"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8809","0","199.7","118.6","-0.3","92"
"","Haryana","8061","0","176.9","105.0","0.2","237"
"","Rajasthan","7844","322","179.8","43.0","1.2","291"
"","Delhi","4903","26","99.4","73.0","0.8","209"
"","UP","10711","3635","251.8","127.2","2.0","407"
"","Uttarakhand","1722","0","35.4","16.4","0.0","121"
"","HP","1126","-40","23.7","-3.7","0.7","126"
"","J&K","1523","100","30.9","15.6","0.6","264"
"","Chandigarh","263","0","5.4","5.1","0.3","46"
"WR","Chhattisgarh","3021","185","68.4","17.3","2.7","311"
"","Gujarat","9965","0","218.6","31.2","-0.2","362"
"","MP","6604","333","134.4","73.4","4.8","309"
"","Maharashtra","17615","616","374.5","116.6","4.6","824"
"","Goa","352","0","7.5","5.6","1.6","88"
"","DD","267","0","5.6","4.9","0.7","89"
"","DNH","629","0","14.3","14.2","0.1","47"
"","Essar steel","403","0","8.6","8.0","0.6","11"
"SR","Andhra Pradesh","5967","800","137.9","31.9","-0.3","334"
"","Telangana","6373","1000","140.0","58.3","4.8","387"
"","Karnataka","7560","500","158.3","19.6","0.1","228"
"","Kerala","3092","200","58.2","30.0","1.6","219"
"","Tamil Nadu","11351","453","242.3","68.5","2.2","481"
"","Pondy","289","0","5.7","6.0","-0.3","33"
"ER","Bihar","2130","200","44.8","42.8","-0.5","170"
"","DVC","2198","0","50.6","-7.6","1.0","260"
"","Jharkhand","969","0","19.7","12.9","0.5","70"
"","Odisha","3613","0","72.0","16.0","0.8","270"
"","West Bengal","7020","0","133.9","43.6","3.2","230"
"","Sikkim","86","0","1.3","1.2","0.2","30"
"NER","Arunachal Pradesh","83","17","1.3","1.9","-0.6","9"
"","Assam","1194","198","23.7","16.5","1.7","278"
"","Manipur","138","2","2.5","2.7","-0.2","26"
"","Meghalaya","266","0","4.2","0.6","-0.9","37"
"","Mizoram","77","8","1.1","1.3","-0.4","13"
"","Nagaland","102","3","1.6","2.1","-0.9","4"
"","Tripura","183","46","2.9","1.7","-0.4","52"
