"INTER-REGIONAL EXCHANGESDate of Reporting :29-Jan-17","","","","","","","",""
"","","","","","","","","Import=(+ve) /Export =(-ve) for NET (MU)"
"Sl No","Voltage Level","Line Details","Circuit","Max Import  (MW)","Max Export (MW)","Import   (MU)","Export(MU)","NET(MU)"
"Import/Export of ER (With NR)","","","","","","","",""
"1","765KV","GAYA-VARANASI","D/C","0","419","0.0","11.6","-11.6"
"2","","SASARAM-FATEHPUR","S/C","206","90","1.3","0.0","1.3"
"3","","GAYA-BALIA","S/C","0","324","0.0","4.3","-4.3"
"4","HVDC LINK","PUSAULI  B/B","S/C","0","247","0.0","5.9","-5.9"
"5","400 KV","PUSAULI-SARNATH","S/C","0","216","0.0","0.0","0.0"
"6","","PUSAULI -ALLAHABAD","S/C","0","79","0.0","0.0","0.0"
"7","","MUZAFFARPUR-GORAKHPUR","D/C","182","979","0.0","5.4","-5.4"
"8","","PATNA-BALIA","Q/C","0","741","0.0","11.9","-11.9"
"9","","BIHARSHARIFF-BALIA","D/C","75","256","0.0","1.7","-1.7"
"10","","BARH-GORAKHPUR","D/C","0","513","0.0","9.8","-9.8"
"11","","BIHARSHARIFF-VARANASI","D/C","19","0","0.0","0.4","-0.4"
"12","220 KV PUSAULI-SAHUPURI","","S/C","0","191","0.0","3.0","-3.0"
"13","132 KV","SONE NAGAR-RIHAND","S/C","0","0","0.0","0.0","0.0"
"14","","GARWAH-RIHAND","S/C","35","0","0.8","0.0","0.8"
"15","","KARMANASA-SAHUPURI","S/C","0","0","0.0","0.0","0.0"
"16","","KARMANASA-CHANDAULI","S/C","0","0","0.0","0.0","0.0"
"ER-NR","","","","","","2.0","53.9","-51.9"
"Import/Export of ER (With  WR)","","","","","","","",""
"17","765 KV","JHARSUGUDA-DHARAMJAIGARH S/C","D/C","286","318","0.0","0.2","-0.2"
"18","","NEW RANCHI-DHARAMJAIGARH","D/C","567","5","8.3","0.0","8.3"
"19","400 KV","ROURKELA - RAIGARH ( SEL LILO BYPASS)","S/C","190","0","2.6","0.0","2.6"
"20","","JHARSUGUDA-RAIGARH","S/C","189","0","3.3","0.0","3.3"
"21","","IBEUL-RAIGARH","S/C","134","0","2.4","0.0","2.4"
"22","","STERLITE-RAIGARH","D/C","32","146","0.0","1.4","-1.4"
"23","","RANCHI-SIPAT","D/C","522","0","7.9","0.0","7.9"
"24","220 KV","BUDHIPADAR-RAIGARH","S/C","5","132","0.0","1.4","-1.4"
"25","","BUDHIPADAR-KORBA","D/C","189","0","3.2","0.0","3.2"
"ER-WR","","","","","","27.7","3.0","24.7"
"Import/Export of ER (With  SR)","","","","","","","",""
"26","HVDC LINK","JEYPORE-GAZUWAKA B/B","D/C","0.0","359","0.0","15.0","-15.0"
"27","","TALCHER-KOLAR BIPOLE","D/C","0.0","2452","0.0","48.5","-48.5"
"28","765 KV","ANGUL-SRIKAKULAM","D/C","0.0","723","0.0","11.6","-11.6"
"29","400 KV","TALCHER-I/C","","0.0","595","0.0","5.4","-5.4"
"30","220 KV","BALIMELA-UPPER-SILERRU","S/C","0","0","0.0","0.0","0.0"
"ER-SR","","","","","","0.0","75.1","-75.1"
"Import/Export  of ER (With NER)","","","","","","","",""
"31","400 KV","BINAGURI-BONGAIGAON","D/C","0","0","0.0","0.0","0"
"32","","ALIPURDUAR-BONGAIGAON","D/C","298","389","0.8","0.0","1"
"33","220 KV","ALIPURDUAR-SALAKATI","D/C","212","301","0.7","0.0","1"
"ER-NER","","","","","","1.5","0.0","1.5"
"Import/Export of NR (With NER)","","","","","","","",""
"34-HVDCBISWANATH CHARIALI-AGRA00","","","","","","0.0","11.9","11.9"
"NR-NER","","","","","","0.0","11.9","11.9"
"Import/Export of WR (With NR)","","","","","","","",""
"35","HVDC","V'CHAL B/B","D/C","250","0","3.4","0.0","3.4"
"36","HVDC","APL -MHG","D/C","0","2519","0.0","54.8","-54.8"
"37","765 KV","GWALIOR-AGRA","D/C","0","2854","0.0","61.7","-61.7"
"38","765 KV","PHAGI-GWALIOR","D/C","0","1562","0.0","30.9","-30.9"
"39","400 KV","ZERDA-KANKROLI","S/C","126","42","1.2","0.0","1.2"
"40","400 KV","ZERDA -BHINMAL","S/C","70","168","0.0","1.1","-1.1"
"41","400 KV","V'CHAL -RIHAND","S/C","0","0","0.0","0.0","0.0"
