"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4645","0","90.1","32.8","1.9","273"
"","Haryana","5105","0","99.9","34.8","0.9","274"
"","Rajasthan","8442","0","177.0","71.2","-3.7","110"
"","Delhi","3065","2","57.7","41.8","0.2","417"
"","UP","8865","2020","199.6","71.8","-1.5","281"
"","Uttarakhand","1597","75","30.0","18.9","2.2","318"
"","HP","1316","0","24.3","17.0","0.5","97"
"","J&K","1819","100","37.9","27.1","4.1","421"
"","Chandigarh","182","0","3.3","3.1","0.2","28"
"WR","Chhattisgarh","2658","15","54.9","18.2","-1.4","433"
"","Gujarat","11323","15","242.1","19.8","1.5","770"
"","MP","9332","25","191.6","111.7","-2.9","365"
"","Maharashtra","17404","618","366.5","123.2","3.0","456"
"","Goa","408","1","8.0","7.5","-0.2","39"
"","DD","244","1","5.8","5.8","0.0","15"
"","DNH","634","2","15.0","14.6","0.4","43"
"","Essar steel","325","1","6.6","6.5","0.1","51"
"SR","Andhra Pradesh","10570","0","240.3","89.0","2.2","375"
"","Karnataka","7907","600","168.4","23.8","1.5","325"
"","Kerala","3167","225","59.7","30.7","2.7","274"
"","Tamil Nadu","9194","2424","204.6","66.7","1.0","340"
"","Pondy","309","0","5.8","6.0","-0.2","48"
"ER","Bihar","1869","250","40.8","37.0","1.3","380"
"","DVC","2459","0","55.5","-23.8","-2.3","235"
"","Jharkhand","942","0","20.2","12.3","-1.2","225"
"","Odisha","3427","0","69.9","10.1","-1.0","365"
"","West Bengal","6189","0","104.2","13.6","1.1","285"
"","Sikkim","109","0","1.4","1.2","0.3","35"
"NER","Arunachal Pradesh","113","2","1.4","1.2","0.2","53"
"","Assam","1050","61","18.2","12.5","1.5","127"
"","Manipur","112","3","1.4","1.7","-0.3","32"
"","Meghalaya","273","14","5.1","3.0","0.4","66"
"","Mizoram","64","1","1.2","1.0","-0.1","19"
"","Nagaland","92","3","1.4","1.2","0.0","33"
"","Tripura","174","20","3.4","0.1","0.7","38"
