"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8381","0","184.1","114.4","-0.6","165"
"","Haryana","6801","713","156.8","67.5","0.5","247"
"","Rajasthan","7681","265","164.1","51.5","7.5","581"
"","Delhi","4531","0","94.6","72.5","-1.9","131"
"","UP","11295","1830","243.8","115.9","-2.6","329"
"","Uttarakhand","1395","295","30.4","9.8","0.9","170"
"","HP","1251","0","24.9","1.0","2.5","331"
"","J&K","1416","100","28.7","16.2","-1.2","169"
"","Chandigarh","253","0","5.1","5.5","-0.4","13"
"WR","Chhattisgarh","2692","32","67.6","20.0","5.0","438"
"","Gujarat","11743","431","266.1","75.0","-12.6","422"
"","MP","6811","46","136.6","43.4","0.7","736"
"","Maharashtra","16448","792","362.0","104.8","4.9","465"
"","Goa","360","3","7.4","7.1","-0.1","103"
"","DD","260","2","6.3","6.2","0.0","34"
"","DNH","651","4","15.4","15.0","0.4","47"
"","Essar steel","271","2","5.5","5.1","0.4","51"
"SR","Andhra Pradesh","11346","300","257.1","83.3","3.0","591"
"","Karnataka","7100","300","146.0","18.6","-0.8","211"
"","Kerala","2946","150","54.0","24.5","0.5","317"
"","Tamil Nadu","10910","208","233.5","61.5","-0.5","148"
"","Pondy","287","0","5.6","6.3","-0.7","30"
"ER","Bihar","1927","200","41.9","41.5","-1.7","100"
"","DVC","2604","0","57.6","-28.2","-1.9","150"
"","Jharkhand","1085","0","19.7","15.0","-1.2","150"
"","Odisha","3730","0","73.5","12.4","-4.9","140"
"","West Bengal","6787","0","125.6","39.6","-3.9","75"
"","Sikkim","86","0","1.4","1.5","-0.1","23"
"NER","Arunachal Pradesh","93","2","1.2","1.9","-0.6","5"
"","Assam","1135","170","21.6","16.4","-0.7","150"
"","Manipur","100","5","1.4","2.3","-1.0","21"
"","Meghalaya","278","1","4.9","0.6","-0.2","30"
"","Mizoram","56","1","1.1","1.3","-0.2","1"
"","Nagaland","99","1","1.4","1.7","-0.6","22"
"","Tripura","175","49","3.4","1.4","0.0","38"
