"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4770","0","95.9","47.8","-0.2","128"
"","Haryana","5455","0","95.5","61.7","-0.9","244"
"","Rajasthan","7806","0","167.4","41.8","-2.6","154"
"","Delhi","3168","46","63.3","49.0","-1.5","203"
"","UP","10975","2420","246.2","106.8","-5.0","90"
"","Uttarakhand","1540","75","31.5","21.0","1.7","196"
"","HP","1248","0","23.6","12.5","0.5","71"
"","J&K","1640","100","31.6","22.1","-0.9","166"
"","Chandigarh","174","0","3.3","3.3","0.0","20"
"WR","Chhattisgarh","3399","107","79.1","23.3","1.2","339"
"","Gujarat","12316","12","273.4","52.3","-2.0","454"
"","MP","6917","14","151.6","74.4","-4.0","110"
"","Maharashtra","18607","58","413.4","133.1","2.7","418"
"","Goa","406","1","8.7","8.3","-0.3","82"
"","DD","249","0","6.1","6.1","-0.1","13"
"","DNH","628","1","14.5","14.2","0.3","43"
"","Essar steel","603","1","13.0","14.1","-1.1","55"
"SR","Andhra Pradesh","11990","1200","266.9","90.6","4.4","451"
"","Karnataka","9260","600","203.1","32.4","1.1","246"
"","Kerala","3277","150","68.3","26.1","1.6","210"
"","Tamil Nadu","11215","2225","256.1","92.9","2.9","468"
"","Pondy","340","0","7.0","7.0","0.0","35"
"ER","Bihar","2331","0","40.1","37.3","-0.8","285"
"","DVC","2420","40","57.7","-12.7","-0.9","275"
"","Jharkhand","912","0","20.0","10.3","0.7","135"
"","Odisha","3867","0","75.1","22.5","-1.4","305"
"","West Bengal","6957","165","141.0","50.0","-0.7","395"
"","Sikkim","112","0","1.3","1.2","0.1","40"
"NER","Arunachal Pradesh","102","3","1.5","0.9","0.6","48"
"","Assam","1045","178","18.3","11.2","2.4","140"
"","Manipur","97","13","1.5","1.4","0.2","34"
"","Meghalaya","265","12","4.3","3.6","0.1","60"
"","Mizoram","69","6","1.1","0.9","-0.1","19"
"","Nagaland","90","5","1.6","1.5","-0.2","26"
"","Tripura","229","1","2.6","1.0","-0.7","61"
