"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6429","0","130.1","78.1","-1.2","75","0.0"
"","Haryana","6899","0","131.9","87.1","1.4","227","0.0"
"","Rajasthan","13864","0","243.3","71.6","1.7","340","0.0"
"","Delhi","4052","0","68.5","52.4","-0.8","238","0.0"
"","UP","16488","0","290.4","123.5","-1.2","521","0.3"
"","Uttarakhand","2067","0","37.5","19.2","0.2","199","0.0"
"","HP","1667","0","28.0","23.7","-2.0","95","0.0"
"","J&K(UT) and Ladakh(UT)","2578","644","50.4","45.1","-0.1","388","10.6"
"","Chandigarh","255","0","3.9","4.0","-0.1","34","0.0"
"WR","Chhattisgarh","3490","0","73.7","27.5","-0.9","310","0.0"
"","Gujarat","15695","0","329.0","91.2","0.1","557","0.0"
"","MP","14399","0","267.4","126.6","-2.3","1091","0.0"
"","Maharashtra","22537","0","457.1","134.4","-1.0","748","0.0"
"","Goa","486","0","9.5","9.3","-0.3","77","0.0"
"","DD","322","0","7.0","6.6","0.4","87","0.0"
"","DNH","769","0","17.1","17.3","-0.2","144","0.0"
"","Essar steel","819","0","5.5","5.4","0.1","311","0.0"
"SR","Andhra Pradesh","9130","0","180.7","71.9","0.2","496","0.0"
"","Telangana","9867","0","192.4","106.6","1.0","761","0.0"
"","Karnataka","12169","0","231.5","78.4","-1.8","524","0.0"
"","Kerala","3730","0","73.8","61.5","1.5","198","0.0"
"","Tamil Nadu","14368","0","304.3","145.4","0.1","751","0.0"
"","Pondy","371","0","7.5","7.8","-0.3","25","0.0"
"ER","Bihar","4446","0","77.5","75.7","0.1","210","0.0"
"","DVC","3269","0","65.9","-38.5","-0.3","300","0.0"
"","Jharkhand","1308","0","25.9","20.0","-0.2","110","0.0"
"","Odisha","4198","0","80.6","17.9","0.6","330","0.0"
"","West Bengal","6393","0","119.7","33.9","0.6","220","0.0"
"","Sikkim","132","0","1.9","1.8","0.1","35","0.0"
"NER","Arunachal Pradesh","122","3","2.2","2.1","0.0","26","0.0"
"","Assam","1413","10","22.1","19.6","0.1","180","0.5"
"","Manipur","153","3","2.5","2.7","-0.3","55","0.1"
"","Meghalaya","372","0","6.6","5.7","-0.2","21","0.2"
"","Mizoram","104","1","1.6","1.4","0.1","46","0.0"
"","Nagaland","126","3","2.3","1.9","0.2","60","0.0"
"","Tripura","223","1","3.4","1.5","-0.2","34","0.0"
