"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10070","0","231.0","138.6","-1.1","117","0.0"
"","Haryana","8284","0","173.3","127.5","-2.5","215","0.1"
"","Rajasthan","9039","213","195.3","73.0","3.0","356","0.3"
"","Delhi","5574","0","109.9","95.4","0.2","230","0.1"
"","UP","17589","530","379.7","163.4","1.8","428","0.0"
"","Uttarakhand","1955","0","43.0","16.7","0.0","119","0.1"
"","HP","1236","0","26.0","0.0","2.7","176","0.0"
"","J&K","2136","534","42.8","16.7","0.1","223","10.1"
"","Chandigarh","287","0","5.6","6.1","-0.5","2","0.0"
"WR","Chhattisgarh","2946","0","66.2","8.5","-1.3","589","0.0"
"","Gujarat","12806","0","280.3","81.6","-2.1","624","0.0"
"","MP","7018","0","152.7","106.4","-0.5","451","0.1"
"","Maharashtra","16628","0","380.3","102.2","4.2","516","0.0"
"","Goa","418","0","9.2","7.7","1.3","108","0.0"
"","DD","254","0","5.9","5.6","0.3","22","0.0"
"","DNH","691","0","15.0","15.6","-0.6","0","0.0"
"","Essar steel","180","0","3.0","1.6","1.4","242","0.0"
"SR","Andhra Pradesh","5941","0","133.3","23.4","3.6","465","0.0"
"","Telangana","5916","0","128.3","55.0","-2.4","333","0.0"
"","Karnataka","6621","0","146.5","56.1","0.4","544","0.0"
"","Kerala","2787","0","54.8","43.8","1.0","531","0.0"
"","Tamil Nadu","12341","0","277.6","97.5","-1.9","394","0.0"
"","Pondy","308","0","6.8","7.4","-0.6","51","0.0"
"ER","Bihar","4175","0","79.7","78.3","-0.4","200","0.8"
"","DVC","2774","0","66.0","-34.9","2.5","100","0.0"
"","Jharkhand","1104","0","21.5","16.4","-0.8","100","0.0"
"","Odisha","3713","0","70.7","12.9","2.1","150","0.0"
"","West Bengal","7202","0","136.5","33.7","3.3","500","0.0"
"","Sikkim","55","0","0.9","1.4","-0.5","5","0.0"
"NER","Arunachal Pradesh","74","2","2.0","2.3","-0.3","6","0.0"
"","Assam","1471","48","28.3","20.0","2.5","186","0.8"
"","Manipur","132","5","2.4","1.9","0.5","7","0.0"
"","Meghalaya","231","0","4.8","0.7","-0.7","138","0.0"
"","Mizoram","65","3","1.3","1.0","0.2","18","0.0"
"","Nagaland","132","3","2.5","2.2","0.0","26","0.0"
"","Tripura","256","2","4.7","2.4","0.3","103","0.1"
