"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6130","0","129.8","44.5","-0.6","175","0.0"
"","Haryana","6862","0","129.4","69.3","1.2","167","0.1"
"","Rajasthan","10779","1217","208.7","71.1","2.6","273","3.9"
"","Delhi","3708","0","62.2","48.6","0.6","224","0.0"
"","UP","14415","690","299.1","105.5","1.7","610","0.0"
"","Uttarakhand","1964","0","36.4","28.1","0.7","207","0.0"
"","HP","1461","0","26.2","22.2","0.5","372","0.7"
"","J&K","2192","548","45.7","42.3","-0.2","251","10.8"
"","Chandigarh","205","0","3.2","3.0","0.2","27","0.0"
"WR","Chhattisgarh","3315","0","77.0","4.3","-1.1","103","0.0"
"","Gujarat","13828","0","299.1","128.4","6.4","275","0.0"
"","MP","9353","0","207.1","109.5","-1.6","350","0.0"
"","Maharashtra","20172","0","414.7","120.2","1.4","448","0.0"
"","Goa","474","0","9.7","8.6","0.5","41","0.0"
"","DD","327","0","7.4","6.9","0.4","75","0.0"
"","DNH","754","0","17.8","16.9","0.8","55","0.0"
"","Essar steel","437","0","8.8","9.2","-0.4","120","0.0"
"SR","Andhra Pradesh","8216","-","171.2","55.2","1.8","624","0.2"
"","Telangana","9458","-","187.3","89.3","1.0","456","0.2"
"","Karnataka","9553","-","202.4","94.7","-0.6","422","0.2"
"","Kerala","3509","-","69.2","50.9","1.6","202","0.1"
"","Tamil Nadu","13704","-","286.7","165.1","0.0","345","0.4"
"","Pondy","344","-","7.0","7.5","-0.5","33","0.0"
"ER","Bihar","4069","0","67.6","62.3","-1.8","220","0.0"
"","DVC","3056","0","70.2","-46.4","-1.8","200","0.0"
"","Jharkhand","1136","0","23.0","15.4","1.1","48","0.0"
"","Odisha","4208","0","81.0","39.7","2.5","225","0.6"
"","West Bengal","6684","0","118.9","20.7","1.9","225","0.0"
"","Sikkim","100","0","1.7","1.3","0.3","10","0.0"
"NER","Arunachal Pradesh","121","1","2.4","2.0","0.4","44","0.0"
"","Assam","1412","27","22.8","19.6","1.0","104","0.6"
"","Manipur","185","0","2.6","2.8","-0.2","17","0.0"
"","Meghalaya","306","0","5.5","3.7","0.1","38","0.0"
"","Mizoram","92","0","1.7","0.8","0.1","24","0.0"
"","Nagaland","118","3","2.1","2.0","0.0","40","0.0"
"","Tripura","224","0","3.7","2.1","0.3","43","0.0"
