"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6427","0","139.4","17.0","-1.4","42","0.0"
"","Haryana","7096","174","135.9","109.3","0.3","161","0.5"
"","Rajasthan","9338","0","207.1","55.3","2.0","531","0.0"
"","Delhi","4393","0","93.2","68.0","-0.6","197","0.0"
"","UP","17003","280","365.4","156.8","-2.0","228","0.0"
"","Uttarakhand","1768","150","38.0","16.8","0.7","238","1.8"
"","HP","1347","0","26.3","6.7","1.0","152","0.1"
"","J&K","1748","437","32.2","24.8","-8.1","159","8.1"
"","Chandigarh","215","0","4.2","4.6","-0.5","9","0.0"
"WR","Chhattisgarh","4319","54","102.7","30.4","4.9","449","2.3"
"","Gujarat","17466","0","388.2","118.0","4.0","641","0.0"
"","MP","9367","0","204.8","87.5","4.1","568","0.0"
"","Maharashtra","21748","0","479.6","174.7","2.2","615","0.0"
"","Goa","460","0","12.1","10.6","-1.5","98","0.0"
"","DD","313","0","6.8","5.8","1.0","77","0.0"
"","DNH","781","0","18.0","17.3","0.7","155","0.0"
"","Essar steel","261","0","4.1","4.0","0.1","284","0.0"
"SR","Andhra Pradesh","7982","0","179.5","53.7","1.3","492","0.0"
"","Telangana","9934","0","216.5","98.3","0.9","496","0.0"
"","Karnataka","8021","0","164.3","39.2","-1.4","493","0.0"
"","Kerala","3426","0","69.5","43.0","1.1","198","0.0"
"","Tamil Nadu","13886","0","300.6","171.5","0.2","490","0.0"
"","Pondy","346","0","7.5","7.3","0.2","61","0.0"
"ER","Bihar","5090","0","102.5","100.8","-0.8","10","0.0"
"","DVC","2911","1","58.2","-17.8","6.6","500","-0.9"
"","Jharkhand","1183","0","25.0","18.2","0.7","50","0.0"
"","Odisha","4970","1","105.2","35.5","7.9","600","-1.2"
"","West Bengal","8782","0","191.3","76.3","3.4","300","0.0"
"","Sikkim","97","0","1.2","1.3","-0.1","20","0.0"
"NER","Arunachal Pradesh","120","5","2.4","2.3","0.1","49","0.0"
"","Assam","1750","65","32.0","25.1","1.9","193","1.0"
"","Manipur","189","6","2.4","2.5","0.0","31","0.0"
"","Meghalaya","286","0","5.0","0.9","0.4","58","0.0"
"","Mizoram","87","2","1.6","0.9","0.3","25","0.0"
"","Nagaland","125","3","2.2","1.7","0.3","47","0.0"
"","Tripura","282","5","5.0","4.1","1.6","115","0.0"
