"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5862","0","120.4","64.4","-3.5","119"
"","Haryana","6554","0","120.2","95.7","-3.0","360"
"","Rajasthan","6851","0","186.9","73.0","-2.7","294"
"","Delhi","4153","0","88.0","74.2","-0.4","310"
"","UP","16152","0","322.2","133.2","1.9","729"
"","Uttarakhand","1700","0","36.1","18.2","1.3","186"
"","HP","1164","0","24.9","10.8","-0.6","127"
"","J&K","1809","452","39.2","22.9","-4.4","70"
"","Chandigarh","210","0","4.1","4.0","0.2","52"
"WR","Chhattisgarh","4008","0","94.6","34.2","-1.0","413"
"","Gujarat","15652","0","343.9","75.6","-4.0","553"
"","MP","8345","0","184.3","114.0","-1.3","275"
"","Maharashtra","22036","0","497.4","138.9","-2.1","572"
"","Goa","472","0","10.2","9.5","0.5","36"
"","DD","310","0","7.0","7.1","0.0","28"
"","DNH","742","0","17.0","16.1","0.9","57"
"","Essar steel","487","0","9.2","8.7","0.4","214"
"SR","Andhra Pradesh","7283","0","163.3","32.9","-1.5","379"
"","Telangana","8436","0","174.2","78.8","-0.2","300"
"","Karnataka","9795","0","214.8","89.3","-0.4","651"
"","Kerala","3384","0","64.7","54.8","1.4","211"
"","Tamil Nadu","13635","0","310.5","152.5","-1.6","486"
"","Pondy","336","0","7.5","7.9","-0.4","79"
"ER","Bihar","3702","100","72.0","65.5","4.1","434"
"","DVC","3011","0","66.5","-38.5","0.1","345"
"","Jharkhand","1130","0","25.4","16.5","2.7","145"
"","Odisha","4272","0","83.6","25.7","2.3","365"
"","West Bengal","8297","0","159.3","56.2","-1.3","398"
"","Sikkim","99","0","1.3","1.0","0.3","20"
"NER","Arunachal Pradesh","97","2","2.1","1.6","0.5","44"
"","Assam","1405","27","24.0","17.8","2.8","250"
"","Manipur","139","2","3.1","2.0","1.0","13"
"","Meghalaya","268","0","4.3","2.9","0.0","35"
"","Mizoram","77","1","1.3","0.9","0.4","33"
"","Nagaland","103","2","1.7","1.5","0.0","53"
"","Tripura","238","0","4.4","3.1","-0.2","81"
