"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5549","0","113.2","67.4","1.1","217"
"","Haryana","5857","0","111.3","84.0","-0.8","309"
"","Rajasthan","8123","0","180.5","62.4","0.6","196"
"","Delhi","4126","0","86.0","62.3","-0.2","223"
"","UP","11532","3055","258.8","108.7","0.4","327"
"","Uttarakhand","1745","75","35.6","22.3","1.9","238"
"","HP","1233","0","24.8","10.6","1.2","204"
"","J&K","1858","372","37.0","21.6","1.7","276"
"","Chandigarh","229","0","4.6","4.6","0.3","5"
"WR","Chhattisgarh","3594","96","85.4","31.1","-0.3","157"
"","Gujarat","13665","0","305.6","54.3","0.7","413"
"","MP","7069","0","147.9","85.6","-2.0","342"
"","Maharashtra","19689","40","430.2","123.0","-2.8","434"
"","Goa","425","0","9.5","8.1","1.0","121"
"","DD","289","0","6.2","6.5","-0.3","73"
"","DNH","715","0","16.3","16.6","-0.8","25"
"","Essar steel","398","0","8.1","8.9","-0.8","73"
"SR","Andhra Pradesh","6428","0","148.9","20.8","4.8","545"
"","Telangana","5864","0","130.7","79.9","0.2","291"
"","Karnataka","8115","300","169.4","30.7","3.3","809"
"","Kerala","3430","200","65.8","39.7","1.8","387"
"","Tamil Nadu","11638","866","278.8","110.7","0.4","503"
"","Pondy","327","0","6.7","7.2","-0.5","38"
"ER","Bihar","2674","0","55.5","50.9","2.5","380"
"","DVC","2699","0","53.8","-15.5","-4.1","190"
"","Jharkhand","913","0","21.3","11.5","-2.5","0"
"","Odisha","3551","0","69.6","19.5","1.2","200"
"","West Bengal","5841","0","120.5","34.8","-1.3","100"
"","Sikkim","87","0","1.2","1.4","-0.2","25"
"NER","Arunachal Pradesh","84","6","1.2","1.8","-0.5","40"
"","Assam","1136","180","19.6","13.2","1.4","115"
"","Manipur","82","33","0.4","2.4","-2.0","0"
"","Meghalaya","292","3","4.0","3.4","-0.3","45"
"","Mizoram","66","2","0.8","0.9","-0.1","23"
"","Nagaland","86","1","1.3","1.5","-0.2","15"
"","Tripura","189","14","2.7","0.6","0.6","18"
