"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6057","0","121.2","54.6","-1.4","69","0.0"
"","Haryana","6881","0","132.1","83.0","0.3","188","0.0"
"","Rajasthan","12997","0","235.6","61.1","-0.3","435","0.0"
"","Delhi","4700","0","76.9","56.4","1.7","500","0.0"
"","UP","15223","545","277.3","114.9","-0.8","659","1.5"
"","Uttarakhand","2050","0","40.0","27.2","-0.1","163","0.1"
"","HP","1676","38","30.0","23.2","-0.5","171","0.2"
"","J&K(UT) and Ladakh(UT)","2411","603","52.5","44.5","2.6","349","12.3"
"","Chandigarh","263","0","4.5","4.1","0.4","56","0.0"
"WR","Chhattisgarh","3602","0","78.6","21.1","-1.9","212","0.0"
"","Gujarat","15545","0","325.4","81.6","-2.1","786","0.0"
"","MP","13084","0","237.4","121.6","-2.7","495","0.0"
"","Maharashtra","22125","0","447.8","154.0","-1.1","499","0.0"
"","Goa","564","0","10.9","11.2","-0.3","31","0.0"
"","DD","335","0","7.5","6.9","0.6","48","0.0"
"","DNH","806","0","19.0","18.9","0.1","29","0.0"
"","Essar steel","286","0","5.7","5.8","-0.1","258","0.0"
"SR","Andhra Pradesh","8292","0","164.5","67.2","-1.2","238","0.0"
"","Telangana","10887","0","225.7","118.8","-0.4","495","0.0"
"","Karnataka","11522","0","204.1","52.9","-0.9","582","0.0"
"","Kerala","3278","0","66.9","55.2","1.0","186","0.0"
"","Tamil Nadu","12323","0","261.1","147.2","-0.9","441","0.0"
"","Pondy","320","0","6.4","7.0","-0.6","37","0.0"
"ER","Bihar","4278","0","75.4","73.1","1.0","230","0.0"
"","DVC","3223","0","65.7","-30.2","-0.6","300","0.0"
"","Jharkhand","1323","0","25.1","16.4","-0.5","100","0.0"
"","Odisha","3599","0","65.6","7.3","-1.0","200","0.0"
"","West Bengal","5924","0","110.3","26.2","1.6","400","0.0"
"","Sikkim","136","0","2.0","1.8","0.2","80","0.0"
"NER","Arunachal Pradesh","118","2","2.2","1.9","0.1","40","0.0"
"","Assam","1361","12","22.5","17.5","0.5","100","0.1"
"","Manipur","203","1","2.7","3.1","-0.3","38","0.0"
"","Meghalaya","332","0","6.4","3.1","0.5","72","0.0"
"","Mizoram","102","1","1.8","1.3","0.1","43","0.0"
"","Nagaland","122","2","2.2","2.2","-0.2","13","0.0"
"","Tripura","226","2","3.7","1.7","0.1","33","0.0"
