"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5157","0","100.2","35.6","0.3","214","0.0"
"","Haryana","6405","0","112.5","54.7","1.0","392","2.8"
"","Rajasthan","10509","0","197.2","72.5","3.5","354","1.0"
"","Delhi","3353","0","60.3","47.2","-0.4","129","0.0"
"","UP","12775","0","263.8","95.9","1.5","181","2.2"
"","Uttarakhand","1843","0","33.9","17.7","0.3","106","0.2"
"","HP","1354","0","26.0","20.1","0.4","136","0.0"
"","J&K","2248","562","42.6","38.7","-0.8","170","10.0"
"","Chandigarh","187","0","3.2","3.4","-0.2","26","0.0"
"WR","Chhattisgarh","3299","0","69.2","11.4","-2.1","78","0.0"
"","Gujarat","14259","0","300.8","90.0","-0.9","486","0.0"
"","MP","11913","0","231.6","155.4","0.3","449","0.0"
"","Maharashtra","20353","0","414.8","144.7","-0.5","370","0.0"
"","Goa","484","0","8.8","8.7","-0.4","40","0.0"
"","DD","320","0","7.0","6.5","0.4","53","0.0"
"","DNH","724","0","16.7","16.3","0.4","54","0.0"
"","Essar steel","467","0","9.2","9.5","-0.3","216","0.0"
"SR","Andhra Pradesh","7534","0","152.9","46.2","-5.9","448","0.0"
"","Telangana","7108","0","144.0","50.1","-1.8","333","0.0"
"","Karnataka","8944","0","186.3","79.4","1.9","396","0.0"
"","Kerala","3464","0","64.2","50.3","0.6","374","0.0"
"","Tamil Nadu","12138","0","238.4","142.9","-0.7","412","0.0"
"","Pondy","321","0","6.0","6.6","-0.6","51","0.0"
"ER","Bihar","3714","0","61.3","55.9","-0.7","61","0.0"
"","DVC","2877","0","67.5","-36.6","-1.0","320","0.0"
"","Jharkhand","1043","0","23.3","13.6","-0.5","65","0.0"
"","Odisha","3723","0","65.9","26.4","2.1","425","0.0"
"","West Bengal","5987","0","96.8","20.5","1.7","350","0.0"
"","Sikkim","101","0","1.5","1.6","-0.1","13","0.0"
"NER","Arunachal Pradesh","117","2","2.2","2.0","0.2","3","0.0"
"","Assam","1389","18","22.2","18.1","0.3","68","0.3"
"","Manipur","150","11","2.6","2.8","-0.2","20","0.0"
"","Meghalaya","312","1","5.6","3.3","0.0","74","0.0"
"","Mizoram","86","3","1.5","1.6","-0.1","21","0.0"
"","Nagaland","114","1","2.2","1.7","0.1","18","0.0"
"","Tripura","209","1","4.0","2.0","-0.1","7","0.0"
