"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6002","0","119.2","61.0","-1.2","65"
"","Haryana","6034","71","114.5","67.9","-0.6","275"
"","Rajasthan","7729","339","167.7","58.4","2.2","452"
"","Delhi","4115","0","87.3","69.2","1.0","210"
"","UP","11764","1910","268.0","121.4","0.1","235"
"","Uttarakhand","1617","75","34.1","23.1","0.0","90"
"","HP","1204","0","24.3","10.4","0.0","128"
"","J&K","1462","100","27.9","19.8","-2.4","170"
"","Chandigarh","243","0","4.7","3.3","1.4","85"
"WR","Chhattisgarh","3335","49","78.0","23.4","1.4","265"
"","Gujarat","13740","9","305.0","48.1","-0.3","490"
"","MP","6979","0","154.0","70.4","0.9","480"
"","Maharashtra","19222","84","424.0","139.9","0.7","511"
"","Goa","425","0","9.4","8.2","0.9","63"
"","DD","289","0","6.3","6.4","-0.1","15"
"","DNH","682","0","15.6","15.5","0.1","44"
"","Essar steel","445","0","9.0","10.7","-1.7","29"
"SR","Andhra Pradesh","11176","600","260.6","94.0","1.5","364"
"","Karnataka","8307","450","179.9","27.1","0.4","268"
"","Kerala","3279","150","66.2","28.5","1.4","282"
"","Tamil Nadu","12237","1500","279.5","98.9","1.2","327"
"","Pondy","348","0","7.3","7.4","-0.1","37"
"ER","Bihar","2391","100","48.4","44.2","0.7","395"
"","DVC","2460","0","57.7","-20.6","-1.1","345"
"","Jharkhand","953","105","20.7","12.2","1.3","135"
"","Odisha","3767","0","74.8","18.8","-1.1","385"
"","West Bengal","7269","46","147.9","41.6","1.3","402"
"","Sikkim","80","0","1.1","1.3","-0.2","30"
"NER","Arunachal Pradesh","98","2","1.4","1.9","-0.4","48"
"","Assam","1001","274","20.5","14.5","1.2","82"
"","Manipur","81","9","1.4","1.5","-0.1","40"
"","Meghalaya","210","2","2.9","1.8","0.4","91"
"","Mizoram","70","5","0.9","1.1","-0.4","18"
"","Nagaland","90","5","1.4","1.6","-0.5","32"
"","Tripura","190","27","2.2","1.2","-0.9","26"
