"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4532","0","85.6","30.2","2.1","355"
"","Haryana","4588","0","92.7","33.0","1.1","289"
"","Rajasthan","8027","0","171.2","71.3","-6.0","76"
"","Delhi","3016","0","54.3","39.9","-0.8","351"
"","UP","9303","680","197.7","73.8","-2.7","374"
"","Uttarakhand","1498","75","29.1","19.0","0.6","146"
"","HP","1145","0","22.3","16.6","-1.5","28"
"","J&K","1837","100","37.3","28.8","1.8","213"
"","Chandigarh","161","0","3.0","3.1","-0.1","10"
"WR","Chhattisgarh","2617","7","54.4","8.9","-1.6","212"
"","Gujarat","10425","0","226.1","14.4","-2.1","463"
"","MP","8990","0","184.0","111.2","-8.5","327"
"","Maharashtra","16016","505","343.1","104.2","3.3","672"
"","Goa","357","0","6.7","7.0","-1.0","0"
"","DD","227","0","5.5","5.7","-0.2","0"
"","DNH","605","0","14.5","14.4","0.2","31"
"","Essar steel","303","0","6.8","7.0","-0.2","51"
"SR","Andhra Pradesh","9717","0","216.4","77.2","1.6","402"
"","Karnataka","7264","300","150.2","20.1","0.8","402"
"","Kerala","2954","0","53.4","31.9","2.2","313"
"","Tamil Nadu","8831","1472","195.3","66.4","3.3","415"
"","Pondy","264","0","5.2","5.5","-0.3","29"
"ER","Bihar","2180","200","40.7","37.3","1.1","250"
"","DVC","2464","0","54.5","-16.1","-1.4","220"
"","Jharkhand","992","0","20.2","11.2","-2.7","55"
"","Odisha","3094","0","66.1","13.0","3.9","230"
"","West Bengal","5512","0","93.0","11.4","5.6","275"
"","Sikkim","71","0","1.1","1.2","-0.1","21"
"NER","Arunachal Pradesh","104","7","1.2","1.2","0.1","56"
"","Assam","1051","22","18.3","12.1","1.3","87"
"","Manipur","102","6","1.4","1.5","-0.1","53"
"","Meghalaya","270","5","4.6","2.9","0.1","75"
"","Mizoram","61","3","1.2","1.0","0.0","26"
"","Nagaland","91","4","1.4","1.1","0.1","27"
"","Tripura","179","21","3.3","0.0","0.7","36"
