"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11793","0","263.8","129.3","-1.4","33","0.0"
"","Haryana","9125","0","197.7","139.4","0.1","282","0.8"
"","Rajasthan","11152","0","241.8","68.1","2.3","839","0.0"
"","Delhi","5910","0","118.5","98.7","0.2","394","0.0"
"","UP","19475","0","398.6","189.2","1.3","734","0.0"
"","Uttarakhand","2013","0","46.0","19.2","1.1","123","0.1"
"","HP","1423","0","30.4","4.5","2.4","260","0.1"
"","J&K","2068","517","44.2","21.2","-2.0","168","10.5"
"","Chandigarh","282","0","5.6","6.1","-0.5","2","0.0"
"WR","Chhattisgarh","3468","0","75.1","19.8","-2.3","290","0.0"
"","Gujarat","16485","0","354.3","81.3","4.9","559","0.0"
"","MP","8684","0","198.1","114.3","-0.1","685","0.0"
"","Maharashtra","20758","0","463.8","136.6","-1.4","506","0.0"
"","Goa","541","0","12.4","12.2","-0.4","32","0.0"
"","DD","346","0","7.7","7.3","0.3","29","0.0"
"","DNH","777","0","18.3","18.4","-0.1","40","0.0"
"","Essar steel","323","0","6.5","6.5","0.0","312","0.0"
"SR","Andhra Pradesh","8778","0","183.0","33.4","-0.3","511","0.0"
"","Telangana","7066","0","149.4","37.6","0.7","792","0.0"
"","Karnataka","10654","0","203.3","75.7","2.3","610","0.0"
"","Kerala","3265","0","66.7","56.2","1.6","194","0.0"
"","Tamil Nadu","14683","0","336.7","127.6","0.2","695","0.0"
"","Pondy","458","0","9.7","9.5","0.2","64","0.0"
"ER","Bihar","4811","0","80.4","83.3","-4.5","300","0.0"
"","DVC","2800","0","61.4","-44.9","-0.2","50","0.0"
"","Jharkhand","1000","0","21.0","13.1","-0.5","150","0.0"
"","Odisha","3964","0","79.8","26.4","0.4","430","0.0"
"","West Bengal","8388","0","170.0","57.7","1.0","400","0.0"
"","Sikkim","95","0","1.3","1.3","0.0","30","0.0"
"NER","Arunachal Pradesh","129","2","2.2","2.8","-0.6","19","0.0"
"","Assam","1789","132","32.0","28.3","-0.9","111","0.8"
"","Manipur","167","4","2.6","2.3","0.4","36","0.0"
"","Meghalaya","331","0","5.7","1.7","0.1","57","0.0"
"","Mizoram","89","1","1.7","1.4","0.3","17","0.0"
"","Nagaland","119","2","2.1","2.3","-0.5","21","0.0"
"","Tripura","280","10","5.1","4.5","-0.1","71","0.0"
