"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4962","0","99.3","52.0","-0.3","44"
"","Haryana","4822","170","91.9","54.6","0.3","263"
"","Rajasthan","6451","229","140.2","48.4","-2.8","492"
"","Delhi","3328","60","68.4","37.2","-1.2","510"
"","UP","9321","1770","204.6","75.2","0.5","1137"
"","Uttarakhand","1625","0","30.4","16.3","1.4","416"
"","HP","1213","0","22.9","12.7","-1.7","49"
"","J&K","1632","100","30.8","16.5","-0.9","409"
"","Chandigarh","198","0","3.8","3.6","-0.1","36"
"WR","Chhattisgarh","3291","87","75.5","18.4","5.2","309"
"","Gujarat","11433","131","261.7","48.9","1.7","456"
"","MP","7228","61","138.9","69.5","-3.5","439"
"","Maharashtra","16955","514","372.1","126.0","3.0","436"
"","Goa","355","73","7.8","7.4","0.1","54"
"","DD","239","2","5.7","5.2","0.5","85"
"","DNH","591","5","13.9","13.5","0.5","39"
"SR","Andhra Pradesh","11091","3000","250.5","70.7","3.2","316"
"","Karnataka","7744","1000","169.6","22.4","0.7","230"
"","Kerala","3011","500","60.3","33.6","2.1","219"
"","Tamil Nadu","10129","2292","227.8","71.3","3.3","327"
"","Pondy","315","0","6.5","7.3","-0.8","26"
"ER","Bihar","1580","400","29.8","30.4","-0.6","40"
"","DVC","2477","0","56.6","-28.4","-1.6","100"
"","Jharkhand","886","0","19.3","9.0","-1.2","0"
"","Odisha","3513","0","70.3","8.8","0.6","400"
"","West Bengal","7094","211","136.4","27.5","-2.0","260"
"","Sikkim","70","0","1.2","1.3","-0.1","0"
"NER","Arunachal Pradesh","82","8","1.0","0.9","0.1","29"
"","Assam","969","203","15.7","10.6","1.3","105"
"","Manipur","67","3","1.0","1.1","0.0","30"
"","Meghalaya","228","0","4.5","2.9","0.5","61"
"","Mizoram","64","1","1.0","0.8","0.2","15"
"","Nagaland","65","3","0.9","0.8","0.1","28"
"","Tripura","196","21","3.4","0.6","0.8","60"
