"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5812","0","130.2","104.2","0.0","277"
"","Haryana","5904","0","121.8","72.4","-0.9","203"
"","Rajasthan","5821","0","117.2","56.5","-4.1","89"
"","Delhi","4090","0","83.8","65.4","-1.7","185"
"","UP","10377","1830","229.2","116.5","-4.8","264"
"","Uttarakhand","1591","0","33.1","12.6","-0.3","310"
"","HP","1093","0","22.7","0.6","-0.9","73"
"","J&K","1463","100","24.9","13.7","-2.5","131"
"","Chandigarh","264","0","5.1","5.5","-0.4","33"
"WR","Chhattisgarh","2686","13","61.0","19.6","-0.5","237"
"","Gujarat","8908","52","192.1","68.0","5.1","615"
"","MP","5833","14","116.0","33.0","-1.4","560"
"","Maharashtra","13838","287","301.4","76.5","9.8","1043"
"","Goa","396","1","7.7","6.1","1.2","32"
"","DD","258","1","5.5","5.1","0.4","19"
"","DNH","640","2","14.0","13.7","0.3","41"
"","Essar steel","380","1","8.3","7.8","0.5","51"
"SR","Andhra Pradesh","10088","0","222.7","72.6","0.9","440"
"","Karnataka","6963","600","141.5","23.8","0.4","284"
"","Kerala","3046","150","55.2","18.7","0.8","216"
"","Tamil Nadu","10620","510","228.4","67.2","-1.2","430"
"","Pondy","243","0","4.6","5.4","-0.8","28"
"ER","Bihar","1919","250","40.4","39.1","0.8","175"
"","DVC","2605","0","56.8","-20.0","-1.4","365"
"","Jharkhand","900","0","18.9","14.7","-2.7","75"
"","Odisha","3600","0","70.9","16.4","2.2","415"
"","West Bengal","7026","0","128.6","42.6","4.8","602"
"","Sikkim","94","0","1.9","1.5","0.3","20"
"NER","Arunachal Pradesh","106","8","1.3","1.5","-0.2","45"
"","Assam","1135","153","21.7","14.4","1.3","140"
"","Manipur","105","1","1.4","2.1","-0.6","10"
"","Meghalaya","248","15","4.3","0.1","0.4","91"
"","Mizoram","50","5","1.0","1.2","-0.2","5"
"","Nagaland","97","3","1.5","1.2","-0.1","17"
"","Tripura","170","36","3.2","1.2","0.3","41"
