"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5542","0","123.5","32.3","0.3","144","0.0"
"","Haryana","6406","0","124.7","62.5","2.9","303","0.3"
"","Rajasthan","11741","0","230.8","69.4","5.3","549","0.0"
"","Delhi","3571","0","64.2","45.2","0.4","173","0.0"
"","UP","12532","0","263.5","106.3","-1.3","175","0.0"
"","Uttarakhand","1860","0","35.5","22.7","1.2","196","0.2"
"","HP","1538","0","28.6","19.9","0.7","179","0.0"
"","J&K","2178","545","45.2","36.8","0.6","219","10.7"
"","Chandigarh","199","0","3.4","3.2","0.2","48","0.0"
"WR","Chhattisgarh","3587","0","76.5","9.4","1.3","486","1.2"
"","Gujarat","15186","0","331.4","118.5","3.2","635","0.0"
"","MP","13192","0","259.0","146.8","-2.0","366","0.0"
"","Maharashtra","21041","0","431.3","111.6","0.5","442","0.0"
"","Goa","480","0","9.9","9.0","0.6","50","0.0"
"","DD","317","0","7.0","6.2","0.7","77","0.0"
"","DNH","683","0","16.0","15.2","0.8","82","0.0"
"","Essar steel","568","0","12.0","11.9","0.1","107","0.0"
"SR","Andhra Pradesh","8137","0","174.7","68.0","0.4","487","0.0"
"","Telangana","7977","0","167.7","71.3","2.2","452","0.0"
"","Karnataka","11171","0","211.3","76.9","-1.0","385","0.0"
"","Kerala","3683","0","71.2","58.1","0.6","317","0.0"
"","Tamil Nadu","13164","0","267.2","120.8","0.3","450","0.0"
"","Pondy","321","0","6.6","7.1","-0.5","43","0.0"
"ER","Bihar","4026","0","73.3","69.4","1.2","460","0.0"
"","DVC","2736","0","58.8","-30.8","1.6","396","0.0"
"","Jharkhand","1036","0","24.1","14.0","-0.4","169","0.4"
"","Odisha","4375","150","85.6","39.1","2.0","267","0.5"
"","West Bengal","6525","0","119.8","22.8","0.2","309","0.0"
"","Sikkim","100","0","1.4","1.6","-0.2","18","0.0"
"NER","Arunachal Pradesh","123","5","2.1","1.9","0.3","123","0.0"
"","Assam","1445","26","23.7","18.1","0.9","127","0.4"
"","Manipur","163","3","2.6","2.6","0.0","22","0.0"
"","Meghalaya","351","7","6.5","4.6","0.0","35","0.0"
"","Mizoram","92","6","2.0","0.8","0.5","33","0.1"
"","Nagaland","125","8","2.2","1.6","0.4","26","0.0"
"","Tripura","224","1","4.4","1.4","0.5","71","0.1"
