"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4923","0","91.5","37.2","3.7","368"
"","Haryana","5481","0","108.3","40.7","1.0","655"
"","Rajasthan","9245","0","185.7","73.9","-6.0","230"
"","Delhi","3665","0","63.1","43.2","0.1","209"
"","UP","9665","1405","216.8","73.6","-0.7","619"
"","Uttarakhand","1660","75","31.4","20.1","1.0","151"
"","HP","1357","0","25.1","19.0","1.6","241"
"","J&K","2000","100","41.1","31.3","3.2","370"
"","Chandigarh","216","0","3.6","3.2","0.4","62"
"WR","Chhattisgarh","2993","5","64.9","14.1","-1.8","375"
"","Gujarat","11646","35","241.2","35.8","1.9","767"
"","MP","9261","0","181.4","112.0","-6.2","355"
"","Maharashtra","17188","92","360.7","110.5","4.4","799"
"","Goa","404","0","7.9","7.5","-0.3","46"
"","DD","248","0","5.9","6.2","-0.3","0"
"","DNH","646","0","15.1","14.7","0.4","54"
"","Essar steel","347","0","7.4","7.4","-0.1","8"
"SR","Andhra Pradesh","11309","300","248.3","84.4","0.6","591"
"","Karnataka","8593","400","174.8","27.4","1.5","255"
"","Kerala","3231","150","56.6","26.6","2.2","209"
"","Tamil Nadu","11770","1718","248.4","80.6","-0.6","307"
"","Pondy","292","0","5.6","6.5","-0.9","-1"
"ER","Bihar","2092","0","38.3","35.9","-0.7","280"
"","DVC","2597","0","60.5","-14.7","2.8","296"
"","Jharkhand","954","0","21.2","11.4","-0.3","95"
"","Odisha","3452","0","63.6","10.9","3.0","375"
"","West Bengal","6537","0","99.6","16.9","7.0","495"
"","Sikkim","106","0","2.1","1.3","0.8","30"
"NER","Arunachal Pradesh","112","3","1.7","1.3","0.4","38"
"","Assam","949","171","17.7","10.7","2.0","515"
"","Manipur","120","1","1.7","1.4","0.3","35"
"","Meghalaya","273","2","4.9","2.8","0.7","178"
"","Mizoram","69","1","1.0","1.0","-0.2","24"
"","Nagaland","100","1","1.5","1.1","0.2","40"
"","Tripura","190","4","2.8","-0.3","0.9","75"
