"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10395","0","229.1","136.2","-1.8","66","0.0"
"","Haryana","9609","93","204.7","167.7","-0.8","172","0.8"
"","Rajasthan","9577","0","214.5","72.2","-3.4","234","0.0"
"","Delhi","5587","0","117.8","101.7","-0.2","159","0.0"
"","UP","20598","0","420.6","199.3","-2.2","678","0.0"
"","Uttarakhand","1827","0","41.4","16.6","-0.3","136","0.0"
"","HP","1406","0","29.6","-2.6","-0.1","97","0.0"
"","J&K","2106","526","38.7","17.6","1.7","297","9.3"
"","Chandigarh","323","0","6.3","7.1","-0.7","15","0.0"
"WR","Chhattisgarh","3701","0","87.9","29.2","-0.5","183","0.0"
"","Gujarat","13017","0","292.7","55.2","2.9","510","0.0"
"","MP","8603","0","186.9","82.4","-4.2","626","0.0"
"","Maharashtra","17879","0","396.2","123.9","0.4","443","0.0"
"","Goa","541","0","10.5","9.8","0.1","50","0.0"
"","DD","349","0","7.8","7.0","0.8","69","0.0"
"","DNH","810","0","18.9","19.0","-0.1","45","0.0"
"","Essar steel","174","0","3.0","2.8","0.2","238","0.0"
"SR","Andhra Pradesh","8744","0","183.4","21.8","3.5","1110","0.0"
"","Telangana","8928","0","191.9","74.7","1.9","785","0.0"
"","Karnataka","8491","4","160.5","35.9","2.0","549","0.0"
"","Kerala","3025","0","58.6","42.3","1.8","219","0.0"
"","Tamil Nadu","14066","0","312.4","131.5","-0.6","877","0.0"
"","Pondy","413","0","8.6","8.7","-0.2","42","0.0"
"ER","Bihar","5366","0","96.5","97.0","-3.7","100","0.0"
"","DVC","2855","0","57.8","-25.6","-4.8","50","0.0"
"","Jharkhand","1023","0","22.9","14.8","-1.0","25","0.0"
"","Odisha","4389","0","91.3","45.7","1.2","300","0.0"
"","West Bengal","7553","0","150.5","71.6","-0.2","200","0.0"
"","Sikkim","88","0","0.8","1.4","-0.6","5","0.0"
"NER","Arunachal Pradesh","148","2","2.2","2.5","-0.3","85","0.0"
"","Assam","1741","163","32.6","28.2","0.0","233","2.1"
"","Manipur","152","2","2.4","2.3","0.1","22","0.1"
"","Meghalaya","303","0","5.1","1.8","0.0","154","0.0"
"","Mizoram","93","3","1.8","0.8","0.3","16","0.0"
"","Nagaland","137","1","2.4","2.1","-0.1","45","0.2"
"","Tripura","265","4","4.7","4.6","-0.7","29","0.2"
