"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6089","0","127.7","103.1","-1.1","241"
"","Haryana","5916","0","121.8","66.8","1.8","351"
"","Rajasthan","5799","0","120.3","52.6","-6.3","49"
"","Delhi","3772","0","79.9","58.0","-2.2","123"
"","UP","10404","1300","226.9","116.7","-3.1","299"
"","Uttarakhand","1554","0","33.0","14.1","-2.2","32"
"","HP","1049","0","22.4","2.7","-2.8","0"
"","J&K","1470","100","26.7","14.4","-1.4","104"
"","Chandigarh","234","0","4.5","5.0","-0.5","0"
"WR","Chhattisgarh","2487","13","55.1","14.9","-1.4","324"
"","Gujarat","8789","71","197.7","61.4","4.5","342"
"","MP","5392","13","107.7","32.9","-3.0","308"
"","Maharashtra","13795","235","305.5","91.0","13.3","1244"
"","Goa","340","1","6.4","5.9","0.0","55"
"","DD","260","1","6.3","5.4","0.9","49"
"","DNH","652","2","15.4","13.6","1.8","45"
"","Essar steel","367","1","8.4","8.3","0.0","51"
"SR","Andhra Pradesh","9817","0","220.6","60.2","-0.6","241"
"","Karnataka","6528","400","137.2","18.3","-1.2","561"
"","Kerala","2799","0","51.3","17.8","0.2","291"
"","Tamil Nadu","10063","234","219.7","61.6","1.3","291"
"","Pondy","269","0","6.4","5.9","0.4","6"
"ER","Bihar","1987","400","41.7","40.3","-0.3","300"
"","DVC","2538","55","55.5","-19.8","2.2","410"
"","Jharkhand","902","0","18.5","14.5","-1.1","100"
"","Odisha","3421","0","67.6","16.4","2.5","300"
"","West Bengal","6348","12","121.2","44.6","0.7","500"
"","Sikkim","74","0","0.9","1.3","-0.4","0"
"NER","Arunachal Pradesh","87","15","1.6","1.6","0.0","28"
"","Assam","1120","121","22.2","15.2","1.5","205"
"","Manipur","97","8","1.3","2.1","-0.7","12"
"","Meghalaya","234","10","3.8","0.4","-0.6","12"
"","Mizoram","53","2","1.0","1.2","-0.1","4"
"","Nagaland","103","7","1.7","1.3","0.0","33"
"","Tripura","178","34","3.3","1.2","0.3","33"
