"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7880","0","179.8","87.5","0.8","211","0.0"
"","Haryana","7029","538","151.1","99.6","3.5","575","0.3"
"","Rajasthan","9392","684","205.4","77.7","6.9","426","13.8"
"","Delhi","4785","0","101.1","78.6","-0.9","165","0.0"
"","UP","16373","0","352.6","149.0","2.3","378","4.8"
"","Uttarakhand","1865","0","39.1","10.9","0.2","107","0.0"
"","HP","1407","0","26.8","6.7","0.4","107","0.0"
"","J&K","2132","533","43.7","25.7","4.0","450","10.3"
"","Chandigarh","252","0","5.0","5.2","-0.3","31","0.0"
"WR","Chhattisgarh","3510","0","85.0","29.3","-1.3","60","0.0"
"","Gujarat","15966","0","350.8","76.4","2.0","469","0.0"
"","MP","8048","0","181.2","108.7","2.7","538","0.0"
"","Maharashtra","18856","708","408.7","127.1","2.8","417","4.5"
"","Goa","449","0","9.1","8.7","0.2","95","0.0"
"","DD","316","0","7.1","6.3","0.7","44","0.0"
"","DNH","758","0","17.4","16.5","0.8","112","0.0"
"","Essar steel","325","0","6.4","6.3","0.2","227","0.0"
"SR","Andhra Pradesh","6678","0","145.5","56.6","2.6","604","0.0"
"","Telangana","7642","0","157.5","51.7","-1.9","601","0.0"
"","Karnataka","5983","0","123.0","29.8","0.0","417","0.0"
"","Kerala","3179","0","62.4","37.2","1.7","243","0.0"
"","Tamil Nadu","11375","0","252.4","103.1","3.2","469","0.0"
"","Pondy","289","0","6.1","6.6","-0.4","13","0.0"
"ER","Bihar","4411","0","82.9","78.6","-2.2","365","0.0"
"","DVC","2670","0","59.9","-17.6","1.4","412","0.0"
"","Jharkhand","969","0","21.8","15.4","-2.0","165","0.0"
"","Odisha","4249","0","83.6","35.4","2.0","345","0.0"
"","West Bengal","6490","0","118.7","21.4","-1.7","302","0.0"
"","Sikkim","75","0","1.0","1.2","-0.3","20","0.0"
"NER","Arunachal Pradesh","119","3","2.1","2.9","-0.7","3","0.1"
"","Assam","1363","122","24.1","19.4","-0.7","164","2.0"
"","Manipur","139","2","2.2","2.6","-0.3","38","0.1"
"","Meghalaya","239","0","4.1","0.5","-0.9","69","0.0"
"","Mizoram","74","2","1.3","1.4","-0.1","12","0.0"
"","Nagaland","104","2","1.9","2.0","-0.3","25","0.0"
"","Tripura","246","1","4.1","4.1","-1.4","85","0.0"
