"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6635","0","133.3","71.5","-4.7","81","0.0"
"","Haryana","7229","0","133.2","72.5","-0.2","576","0.0"
"","Rajasthan","9655","0","201.6","67.4","4.0","733","0.0"
"","Delhi","5149","0","100.0","78.3","-3.3","55","0.0"
"","UP","16581","0","320.6","145.8","-0.2","445","0.0"
"","Uttarakhand","1823","0","30.8","16.9","-5.2","136","0.0"
"","HP","1322","0","23.1","9.5","-0.8","207","0.4"
"","J&K","2160","540","40.1","23.3","-3.4","159","9.4"
"","Chandigarh","252","0","4.7","5.2","-0.6","26","0.0"
"WR","Chhattisgarh","3414","0","78.8","13.3","-0.8","401","0.0"
"","Gujarat","15182","0","346.4","168.5","-5.7","798","0.0"
"","MP","8207","0","186.5","76.5","-1.0","586","0.0"
"","Maharashtra","22716","0","489.8","146.3","6.9","583","0.0"
"","Goa","500","0","10.8","10.5","-0.4","0","0.0"
"","DD","326","0","6.5","5.9","0.6","38","0.0"
"","DNH","730","0","16.7","16.6","0.2","40","0.0"
"","Essar steel","343","0","5.7","5.3","0.4","171","0.0"
"SR","Andhra Pradesh","8280","0","168.0","46.9","1.5","1260","0.0"
"","Telangana","7428","0","155.4","53.1","0.7","548","0.0"
"","Karnataka","9748","0","209.5","76.5","-0.1","494","0.0"
"","Kerala","3894","0","76.3","54.4","0.9","247","0.0"
"","Tamil Nadu","14838","0","315.8","146.0","-0.7","480","0.0"
"","Pondy","377","0","6.8","7.3","-0.5","44","0.0"
"ER","Bihar","4473","0","77.5","76.0","-0.7","435","0.0"
"","DVC","2907","0","65.7","-48.0","0.7","402","0.0"
"","Jharkhand","1090","0","21.4","16.4","-0.3","145","0.0"
"","Odisha","3919","0","78.3","37.2","1.0","385","0.0"
"","West Bengal","6803","0","139.6","26.7","3.2","456","0.0"
"","Sikkim","98","0","1.3","1.7","-0.4","20","0.0"
"NER","Arunachal Pradesh","107","3","1.3","2.3","-1.0","26","0.0"
"","Assam","1288","153","19.5","16.6","0.3","106","1.4"
"","Manipur","116","2","1.7","2.3","-0.5","27","0.0"
"","Meghalaya","284","0","4.6","3.2","-0.1","36","0.0"
"","Mizoram","74","4","1.4","1.4","-0.4","1","0.0"
"","Nagaland","108","5","1.7","2.1","-0.5","27","0.0"
"","Tripura","112","118","2.8","2.7","-1.2","74","0.6"
