"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6341","0","135.4","109.4","-1.3","209"
"","Haryana","6301","0","123.5","67.8","1.2","281"
"","Rajasthan","6102","0","129.0","55.6","-5.0","164"
"","Delhi","4081","0","86.3","66.4","-2.1","208"
"","UP","9988","1880","227.0","119.4","-3.0","312"
"","Uttarakhand","1634","100","33.5","13.8","-0.3","179"
"","HP","1120","0","23.3","0.3","-0.3","57"
"","J&K","1398","100","27.5","13.7","0.1","259"
"","Chandigarh","260","0","5.0","5.4","-0.4","12"
"WR","Chhattisgarh","2612","12","58.7","14.5","0.0","409"
"","Gujarat","9260","40","203.6","58.0","3.2","936"
"","MP","5324","13","106.7","31.7","-0.1","521"
"","Maharashtra","14540","259","318.1","93.7","8.1","743"
"","Goa","338","1","7.9","6.1","1.4","120"
"","DD","266","1","6.3","5.3","1.0","79"
"","DNH","635","2","15.0","13.6","1.5","96"
"","Essar steel","367","1","8.4","7.3","1.1","51"
"SR","Andhra Pradesh","10098","0","230.4","60.1","2.7","596"
"","Karnataka","7063","300","139.8","20.8","-2.3","459"
"","Kerala","3007","150","54.1","18.7","0.0","158"
"","Tamil Nadu","11278","207","242.4","65.3","2.5","418"
"","Pondy","283","30","5.8","6.0","-0.2","36"
"ER","Bihar","2046","300","42.2","40.6","0.0","280"
"","DVC","2602","0","58.3","-19.4","2.1","400"
"","Jharkhand","897","0","18.6","15.0","-2.5","80"
"","Odisha","3459","0","68.1","16.0","0.9","310"
"","West Bengal","6345","15","120.6","44.2","-2.5","490"
"","Sikkim","90","0","1.0","1.7","-0.6","0"
"NER","Arunachal Pradesh","85","5","1.2","1.4","-0.2","43"
"","Assam","1155","173","23.5","14.5","3.5","225"
"","Manipur","106","1","1.4","1.9","-0.5","21"
"","Meghalaya","231","15","4.3","0.1","0.1","99"
"","Mizoram","52","3","1.0","1.1","-0.1","3"
"","Nagaland","98","2","1.4","1.3","-0.2","29"
"","Tripura","159","53","3.7","1.1","0.8","34"
