"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10700","0","242.6","137.0","-0.8","126","0.0"
"","Haryana","9181","0","192.9","123.0","-0.4","235","0.0"
"","Rajasthan","8030","0","169.6","64.3","0.8","698","0.0"
"","Delhi","5488","0","109.2","84.6","-0.7","189","0.0"
"","UP","16513","90","344.5","167.0","1.0","277","0.0"
"","Uttarakhand","1904","0","39.6","15.6","1.8","281","0.0"
"","HP","1289","0","27.1","-1.0","2.8","189","0.0"
"","J&K","1984","496","39.3","15.0","-1.6","56","9.3"
"","Chandigarh","291","0","5.9","6.8","-0.9","0","0.0"
"WR","Chhattisgarh","3518","0","81.5","25.7","1.4","246","0.0"
"","Gujarat","10338","0","229.0","56.1","0.1","641","0.0"
"","MP","6570","0","141.3","82.0","-3.1","310","0.0"
"","Maharashtra","16316","0","357.3","90.1","2.5","522","0.0"
"","Goa","393","0","8.3","7.8","0.0","121","0.0"
"","DD","310","0","6.9","6.1","0.9","62","0.0"
"","DNH","719","0","16.6","16.1","0.4","45","0.0"
"","Essar steel","511","0","10.1","9.8","0.4","243","0.0"
"SR","Andhra Pradesh","7517","0","160","40","7","804","0.0"
"","Telangana","7834","0","170","89","-1","474","0.0"
"","Karnataka","7988","0","167","58","3","687","0.0"
"","Kerala","3369","0","62","44","2","288","0.0"
"","Tamil Nadu","14375","0","315","115","5","701","0.0"
"","Pondy","359","0","8","8","0","50","0.0"
"ER","Bihar","4034","0","77.5","73.9","0.4","220","0.0"
"","DVC","2728","0","62.6","-20.7","-1.6","160","0.0"
"","Jharkhand","1136","0","21.7","14.1","0.2","190","0.0"
"","Odisha","4038","0","80.7","26.5","1.5","300","0.0"
"","West Bengal","7312","0","135.4","46.0","3.0","400","0.0"
"","Sikkim","112","0","2.0","1.4","0.5","55","0.0"
"NER","Arunachal Pradesh","102","3","2.1","3.0","-0.9","-30","0.0"
"","Assam","1532","113","30.6","23.7","2.5","161","1.2"
"","Manipur","135","7","1.9","2.4","-0.4","12","0.1"
"","Meghalaya","278","0","4.7","-0.6","0.0","48","0.0"
"","Mizoram","74","3","1.4","1.2","0.1","17","0.0"
"","Nagaland","111","4","2.1","2.1","-0.2","35","0.0"
"","Tripura","232","5","3.8","2.9","0.3","121","0.1"
