"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","13027","0","290.1","143.2","-1.9","141","0.0"
"","Haryana","10699","0","228.1","162.3","-0.2","154","0.0"
"","Rajasthan","11399","0","247.9","70.6","-2.1","486","0.0"
"","Delhi","7135","0","145.2","122.0","0.9","313","0.1"
"","UP","21165","410","454.3","214.3","2.5","594","3.5"
"","Uttarakhand","2158","0","46.5","18.5","0.9","121","0.0"
"","HP","1444","12","29.6","1.4","-0.6","110","0.0"
"","J&K","2150","538","44.4","21.1","-1.8","226","10.5"
"","Chandigarh","376","0","7.2","8.0","-0.8","5","0.0"
"WR","Chhattisgarh","3442","0","80.8","28.8","-1.1","600","0.0"
"","Gujarat","15189","0","330.7","67.4","3.1","557","0.0"
"","MP","7987","0","172.7","91.0","0.0","484","0.0"
"","Maharashtra","16937","0","376.7","99.0","-2.8","468","0.0"
"","Goa","541","0","10.0","10.6","-1.1","76","0.0"
"","DD","298","0","6.6","6.3","0.2","28","0.0"
"","DNH","744","0","17.4","17.6","-0.2","46","0.0"
"","Essar steel","249","0","4.7","4.2","0.5","289","0.0"
"SR","Andhra Pradesh","7940","0","169.9","5.3","-0.8","575","0.0"
"","Telangana","6910","0","144.8","53.7","1.0","638","0.0"
"","Karnataka","9322","0","184.6","64.8","0.0","558","0.0"
"","Kerala","3831","0","76.4","61.3","2.0","222","0.0"
"","Tamil Nadu","15477","0","334.9","140.7","2.6","719","0.0"
"","Pondy","418","0","8.4","8.5","-0.1","63","0.0"
"ER","Bihar","5392","0","104.7","100.6","1.6","350","0.0"
"","DVC","3111","0","64.6","-45.1","-1.3","300","0.0"
"","Jharkhand","1070","0","23.4","15.2","-0.2","150","0.0"
"","Odisha","3434","0","76.5","20.1","0.4","500","0.0"
"","West Bengal","8493","0","167.6","52.5","1.4","330","0.0"
"","Sikkim","89","0","1.1","1.4","-0.3","30","0.0"
"NER","Arunachal Pradesh","124","2","2.3","2.6","-0.4","50","0.0"
"","Assam","1764","136","33.0","27.2","0.7","187","1.0"
"","Manipur","172","2","2.5","2.4","0.2","35","0.0"
"","Meghalaya","310","0","5.6","1.6","-0.3","66","0.0"
"","Mizoram","93","3","1.9","1.2","0.5","10","0.0"
"","Nagaland","126","1","2.3","2.4","-0.1","18","0.0"
"","Tripura","275","2","5.3","4.2","-0.1","47","0.0"
