"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4741","0","91.5","41.0","2.9","455"
"","Haryana","5219","0","98.3","43.9","-3.4","351"
"","Rajasthan","8870","0","175.6","67.9","-6.7","168"
"","Delhi","3811","0","64.9","45.1","-1.0","214"
"","UP","9872","1055","219.2","87.8","-3.1","369"
"","Uttarakhand","1652","40","31.7","21.1","0.6","124"
"","HP","1352","0","24.7","20.3","-0.3","156"
"","J&K","1837","100","28.6","26.7","-3.9","183"
"","Chandigarh","228","0","3.8","3.3","0.6","80"
"WR","Chhattisgarh","2866","5","64.4","15.4","1.3","40"
"","Gujarat","11064","21","231.1","21.4","4.7","598"
"","MP","8592","0","162.0","90.2","-5.1","378"
"","Maharashtra","17522","130","353.1","106.7","-1.5","635"
"","Goa","415","0","8.1","7.9","-0.4","0"
"","DD","201","0","5.0","5.7","-0.6","3"
"","DNH","592","0","13.5","13.8","-0.3","21"
"","Essar steel","348","0","6.0","6.0","0.1","8"
"SR","Andhra Pradesh","11056","0","247.4","82.1","1.8","415"
"","Karnataka","8485","400","171.7","23.1","1.2","256"
"","Kerala","3220","150","57.1","26.1","2.4","367"
"","Tamil Nadu","11924","683","245.3","77.8","-0.1","364"
"","Pondy","281","0","5.5","6.0","-0.5","21"
"ER","Bihar","2087","300","36.6","36.5","-2.0","270"
"","DVC","2585","0","59.3","-15.2","3.3","280"
"","Jharkhand","1064","0","21.6","11.0","-1.6","110"
"","Odisha","3276","0","67.5","11.2","6.0","400"
"","West Bengal","6068","0","102.0","23.1","4.7","480"
"","Sikkim","96","0","1.7","1.3","0.4","20"
"NER","Arunachal Pradesh","104","11","1.5","1.2","0.3","45"
"","Assam","955","194","18.6","9.7","3.8","192"
"","Manipur","126","4","1.5","1.4","0.0","65"
"","Meghalaya","277","3","5.4","2.9","1.0","134"
"","Mizoram","75","5","1.2","1.0","-0.1","32"
"","Nagaland","88","12","1.5","1.3","0.0","32"
"","Tripura","182","10","2.9","0.2","0.2","74"
