"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7227","0","163.4","91.5","1.5","309","0.0"
"","Haryana","7670","0","160.9","107.9","-0.4","221","0.0"
"","Rajasthan","9109","0","195.5","61.1","3.7","435","5.2"
"","Delhi","5769","0","117.1","96.4","-0.2","191","0.0"
"","UP","16865","800","351.3","153.3","1.9","495","0.0"
"","Uttarakhand","1839","225","39.7","16.4","1.0","177","1.6"
"","HP","1329","0","26.9","4.6","4.2","362","0.2"
"","J&K","1923","481","36.9","14.5","-0.8","220","8.7"
"","Chandigarh","303","0","5.6","6.1","-0.4","32","0.0"
"WR","Chhattisgarh","3618","0","85.1","19.4","-0.1","277","0.0"
"","Gujarat","15083","0","335.0","99.4","0.4","603","0.0"
"","MP","8047","0","179.5","93.1","-2.3","454","0.0"
"","Maharashtra","21644","0","480.1","147.7","0.5","785","0.0"
"","Goa","466","0","9.9","9.4","0.2","69","0.0"
"","DD","319","0","7.1","6.8","0.3","80","0.0"
"","DNH","747","0","16.7","17.4","-0.7","3","0.0"
"","Essar steel","430","0","10.6","9.7","0.9","201","0.0"
"SR","Andhra Pradesh","7640","0","168.7","49.5","3.0","359","0.0"
"","Telangana","6960","0","148.4","59.3","-0.8","330","0.0"
"","Karnataka","8273","0","178.2","63.9","2.4","400","0.0"
"","Kerala","3566","0","73.6","53.6","1.5","276","0.0"
"","Tamil Nadu","13921","0","311.2","124.8","1.3","447","0.0"
"","Pondy","357","0","7.8","7.7","0.1","136","0.0"
"ER","Bihar","3775","0","68.1","64.3","0.7","140","0.0"
"","DVC","2795","0","64.2","-44.9","-1.2","170","0.0"
"","Jharkhand","1125","0","22.3","18.2","-0.1","150","0.0"
"","Odisha","4086","0","85.5","26.6","0.7","240","0.0"
"","West Bengal","7457","0","133.0","32.6","3.0","330","0.0"
"","Sikkim","75","0","1.2","1.3","-0.1","8","0.0"
"NER","Arunachal Pradesh","97","1","2.3","1.8","0.4","19","0.0"
"","Assam","1523","29","26.8","21.1","1.9","89","0.3"
"","Manipur","132","7","2.3","2.2","0.1","12","0.0"
"","Meghalaya","259","0","4.1","2.8","0.0","38","0.0"
"","Mizoram","77","1","1.3","1.2","0.0","8","0.0"
"","Nagaland","93","2","2.1","1.8","0.1","5","0.0"
"","Tripura","239","12","3.8","2.7","-0.9","52","0.2"
