"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6132","0","112.6","56.4","0.2","179"
"","Haryana","6359","0","129.3","94.9","-0.5","220"
"","Rajasthan","10014","0","212.8","67.6","1.7","300"
"","Delhi","3314","0","59.8","48.3","-0.2","198"
"","UP","13175","0","284.4","93.4","2.5","435"
"","Uttarakhand","1825","0","34.4","18.6","0.1","106"
"","HP","1401","6","28.2","18.5","1.3","185"
"","J&K","1947","487","42.5","35.3","-0.7","71"
"","Chandigarh","189","0","3.2","3.3","-0.1","11"
"WR","Chhattisgarh","3522","0","82.7","19.6","-0.6","155"
"","Gujarat","13507","0","302.2","87.9","-1.5","335"
"","MP","9987","0","198.6","118.9","-2.1","204"
"","Maharashtra","21662","0","462.9","153.4","-0.2","410"
"","Goa","455","0","9.7","8.1","1.0","112"
"","DD","313","0","7.1","6.7","0.4","38"
"","DNH","711","0","16.4","16.7","-0.2","53"
"","Essar steel","474","0","9.2","8.6","0.7","156"
"SR","Andhra Pradesh","7238","0","162.0","13.9","1.0","1706"
"","Telangana","8627","0","176.0","83.0","-0.5","325"
"","Karnataka","9580","0","213.1","78.7","2.3","570"
"","Kerala","3693","0","70.5","58.5","2.0","208"
"","Tamil Nadu","13570","0","294.3","157.0","-5.6","519"
"","Pondy","323","0","6.3","6.8","-0.5","22"
"ER","Bihar","3599","250","58.9","56.7","2.2","300"
"","DVC","2740","0","63.0","-40.0","-1.2","200"
"","Jharkhand","1133","0","24.6","16.0","2.4","180"
"","Odisha","3712","0","73.7","20.2","0.1","150"
"","West Bengal","7133","0","123.2","23.9","0.1","200"
"","Sikkim","96","0","1.8","1.5","0.3","20"
"NER","Arunachal Pradesh","108","0","2.0","1.8","0.2","30"
"","Assam","1345","38","22.2","15.8","2.2","128"
"","Manipur","138","2","2.1","2.2","-0.1","40"
"","Meghalaya","282","0","5.6","4.4","-0.1","36"
"","Mizoram","77","0","1.4","1.3","0.0","15"
"","Nagaland","106","4","2.0","1.7","0.2","44"
"","Tripura","231","0","3.9","2.3","0.6","22"
