"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4146","0","78.6","30.1","-0.4","134"
"","Haryana","4615","0","81.4","49.3","-1.8","259"
"","Rajasthan","7361","0","156.4","53.1","-2.4","259"
"","Delhi","3077","2","58.1","44.1","-1.6","230"
"","UP","10026","1835","224.0","95.6","-1.6","211"
"","Uttarakhand","1527","140","30.5","20.6","1.5","182"
"","HP","1285","0","24.9","15.4","0.1","101"
"","J&K","1647","100","32.4","24.8","-2.6","125"
"","Chandigarh","185","0","3.3","3.3","0.0","15"
"WR","Chhattisgarh","3188","56","75.1","22.3","0.0","261"
"","Gujarat","11313","0","254.2","66.9","0.6","679"
"","MP","6681","14","143.7","69.9","-0.6","412"
"","Maharashtra","17148","76","376.7","117.7","3.6","679"
"","Goa","372","1","7.6","7.8","-0.9","59"
"","DD","258","0","6.1","5.9","0.3","15"
"","DNH","574","1","13.5","13.6","-0.1","19"
"","Essar steel","558","1","12.1","12.0","0.1","102"
"SR","Andhra Pradesh","12624","1200","283.5","99.1","3.7","467"
"","Karnataka","9077","750","200.8","24.9","0.9","321"
"","Kerala","3587","0","68.0","30.2","0.9","392"
"","Tamil Nadu","12380","752","273.7","98.1","0.0","368"
"","Pondy","310","0","6.2","6.2","0.0","102"
"ER","Bihar","1764","550","39.3","33.3","3.6","230"
"","DVC","2564","0","59.4","-11.6","-0.2","140"
"","Jharkhand","961","0","20.0","11.1","0.4","60"
"","Odisha","4280","0","75.8","14.8","3.4","260"
"","West Bengal","5746","26","117.6","27.3","-0.4","160"
"","Sikkim","98","0","1.2","1.0","0.3","14"
"NER","Arunachal Pradesh","107","2","1.6","1.4","0.2","29"
"","Assam","1164","55","18.8","12.5","0.7","119"
"","Manipur","105","2","1.5","1.6","-0.1","25"
"","Meghalaya","268","14","4.7","3.1","0.8","71"
"","Mizoram","71","1","1.1","1.0","-0.1","21"
"","Nagaland","97","1","1.6","1.5","-0.3","18"
"","Tripura","188","2","2.8","0.6","0.1","46"
