"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5487","0","104.0","24.0","0.1","522","0.0"
"","Haryana","6845","0","123.4","72.9","1.1","348","0.1"
"","Rajasthan","10676","0","211.7","69.3","2.8","388","4.5"
"","Delhi","4107","3","66.7","53.4","-1.5","213","0.4"
"","UP","14262","710","301.5","108.8","1.5","745","0.5"
"","Uttarakhand","2029","0","38.4","28.8","-0.6","161","0.0"
"","HP","1527","0","28.0","22.9","0.9","171","0.0"
"","J&K","2196","549","46.2","43.4","-1.9","54","10.9"
"","Chandigarh","228","0","3.7","3.9","-0.2","15","0.0"
"WR","Chhattisgarh","3270","0","71.2","23.3","-0.5","160","0.0"
"","Gujarat","13994","0","297.0","91.9","2.4","431","0.0"
"","MP","12105","0","225.9","132.0","-1.6","485","0.0"
"","Maharashtra","20205","0","407.2","127.5","1.2","461","0.0"
"","Goa","456","0","9.0","8.4","0.2","35","0.0"
"","DD","325","0","7.2","6.6","0.6","82","0.0"
"","DNH","743","0","17.4","16.8","0.6","80","0.0"
"","Essar steel","437","0","8.7","9.6","-0.9","152","0.0"
"SR","Andhra Pradesh","8232","0","163.9","51.9","0.3","397","0.2"
"","Telangana","9399","0","179.6","90.2","-4.0","553","0.2"
"","Karnataka","9918","0","206.9","88.8","2.2","447","0.3"
"","Kerala","3314","0","65.4","52.4","0.0","188","0.1"
"","Tamil Nadu","13602","0","290.0","156.8","1.6","331","0.4"
"","Pondy","329","0","6.4","7.1","-0.7","12","0.0"
"ER","Bihar","3900","0","72.0","65.9","2.6","200","0.0"
"","DVC","2918","0","69.2","-29.1","-1.8","50","0.0"
"","Jharkhand","1017","0","23.5","13.1","1.4","90","0.0"
"","Odisha","3915","0","66.3","23.3","2.0","500","0.0"
"","West Bengal","5857","0","94.8","7.7","0.6","360","0.0"
"","Sikkim","97","0","1.5","1.5","0.0","10","0.0"
"NER","Arunachal Pradesh","107","23","2.2","1.7","0.5","56","0.1"
"","Assam","1429","27","22.4","18.5","1.1","172","0.2"
"","Manipur","172","7","2.8","2.8","-0.1","23","0.1"
"","Meghalaya","317","0","6.3","3.8","-0.2","45","0.0"
"","Mizoram","87","6","1.7","0.9","0.1","26","0.0"
"","Nagaland","118","3","2.3","1.7","0.4","21","0.0"
"","Tripura","213","2","4.0","1.7","0.6","29","0.0"
