"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4898","0","92.8","47.1","0.4","209"
"","Haryana","4754","0","90.8","43.0","-5.2","203"
"","Rajasthan","5974","0","131.6","50.8","-3.3","0"
"","Delhi","3247","0","71.1","52.8","-2.5","99"
"","UP","9541","1180","208.1","82.7","-7.0","205"
"","Uttarakhand","1515","0","29.3","18.1","-1.6","101"
"","HP","1173","0","22.9","11.9","-0.1","165"
"","J&K","1393","100","30.9","18.4","0.3","271"
"","Chandigarh","182","0","3.7","4.0","-0.4","11"
"WR","Chhattisgarh","2490","56","55.8","10.6","-1.0","350"
"","Gujarat","10650","11","237.1","41.1","5.3","587"
"","MP","6073","0","122.1","66.1","-2.4","387"
"","Maharashtra","15670","57","354.0","116.2","1.5","532"
"","Goa","340","70","7.2","7.6","-0.8","55"
"","DD","258","0","6.2","5.5","0.7","45"
"","DNH","586","0","14.4","13.8","0.6","40"
"SR","Andhra Pradesh","10619","1500","231.2","72.2","1.3","321"
"","Karnataka","7744","800","161.7","26.5","1.3","342"
"","Kerala","2825","500","55.4","35.0","2.4","241"
"","Tamil Nadu","10201","1197","230.3","74.0","2.3","394"
"","Pondy","283","0","6.2","7.8","-1.6","6"
"ER","Bihar","1673","500","30.0","35.4","-5.4","0"
"","DVC","2511","0","55.3","-23.2","2.4","400"
"","Jharkhand","1037","0","17.2","8.7","-3.3","60"
"","Odisha","3243","0","59.2","11.6","3.6","580"
"","West Bengal","5163","0","101.9","19.3","0.1","400"
"","Sikkim","68","0","0.8","1.4","-0.6","0"
"NER","Arunachal Pradesh","92","6","1.1","0.9","0.1","57"
"","Assam","835","306","15.7","9.5","1.9","146"
"","Manipur","83","5","1.0","1.0","0.1","29"
"","Meghalaya","220","22","3.7","2.1","0.3","92"
"","Mizoram","49","3","1.0","0.8","0.2","20"
"","Nagaland","74","1","1.1","1.1","0.0","27"
"","Tripura","206","5","3.4","0.9","0.4","40"
