"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9936","0","226.2","130.4","-0.4","116","0.0"
"","Haryana","8674","0","176.0","128.1","1.0","196","0.0"
"","Rajasthan","10085","0","210.5","68.8","3.0","468","0.3"
"","Delhi","5822","0","116.9","100.2","-0.7","221","0.0"
"","UP","17291","0","374.4","185.5","1.3","373","0.0"
"","Uttarakhand","1797","155","38.8","19.5","0.2","119","0.3"
"","HP","1276","0","26.9","-5.8","4.3","550","0.0"
"","J&K","2235","559","42.5","15.9","1.2","259","10.2"
"","Chandigarh","282","0","5.5","6.0","-0.4","16","0.0"
"WR","Chhattisgarh","3721","0","84.4","14.3","-1.2","515","0.3"
"","Gujarat","15465","0","341.4","104.6","2.3","723","0.0"
"","MP","8048","0","174.9","71.6","-2.4","298","0.0"
"","Maharashtra","19726","0","434.2","114.6","-1.5","416","0.0"
"","Goa","444","0","9.5","9.1","-0.2","74","0.0"
"","DD","337","0","7.6","6.6","1.0","75","0.0"
"","DNH","790","0","18.3","17.0","1.3","141","0.0"
"","Essar steel","551","0","11.5","12.0","-0.5","249","0.0"
"SR","Andhra Pradesh","8002","0","174.8","12.0","-0.1","516","0.0"
"","Telangana","9492","0","200.2","96.3","-1.1","408","0.0"
"","Karnataka","8862","0","185.0","37.6","0.1","401","0.0"
"","Kerala","3232","0","62.2","24.7","0.6","230","0.0"
"","Tamil Nadu","14318","0","305.3","82.6","-2.4","496","0.0"
"","Pondy","340","20","6.5","6.6","-0.1","51","0.1"
"ER","Bihar","4626","0","88.5","89.6","-1.2","80","0.0"
"","DVC","2882","0","67.1","-24.5","2.5","260","0.8"
"","Jharkhand","1093","0","23.0","18.4","-1.2","70","0.0"
"","Odisha","5345","0","109.5","58.2","3.3","430","0.6"
"","West Bengal","8519","0","166.9","57.6","3.7","620","0.0"
"","Sikkim","89","0","1.3","1.1","0.2","20","0.0"
"NER","Arunachal Pradesh","118","4","2.2","2.9","-0.7","12","0.0"
"","Assam","1736","112","33.1","27.6","1.6","199","1.0"
"","Manipur","181","0","2.4","2.5","-0.2","25","0.0"
"","Meghalaya","298","0","5.7","0.8","-0.1","22","0.0"
"","Mizoram","86","2","1.5","1.0","0.1","25","0.0"
"","Nagaland","119","3","2.5","2.1","0.1","47","0.0"
"","Tripura","274","1","5.2","5.3","0.1","42","0.0"
