"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5985","0","120.1","33.3","-0.3","111","0.0"
"","Haryana","6809","0","131.3","75.3","0.2","102","0.0"
"","Rajasthan","12172","0","244.1","67.8","-1.3","285","0.0"
"","Delhi","4120","0","72.2","56.1","-0.5","227","0.0"
"","UP","13908","0","293.4","107.7","0.7","418","0.8"
"","Uttarakhand","2166","0","39.1","25.0","-0.1","86","0.0"
"","HP","1616","0","29.7","24.7","-0.2","129","0.0"
"","J&K","2573","643","50.3","45.1","0.3","286","11.9"
"","Chandigarh","233","0","3.8","3.9","-0.2","16","0.0"
"WR","Chhattisgarh","3814","0","77.8","41.7","-0.6","226","0.0"
"","Gujarat","15217","0","327.5","88.4","1.3","476","0.0"
"","MP","13834","0","251.9","141.4","-1.0","519","0.0"
"","Maharashtra","20837","0","421.0","129.1","-0.7","580","0.0"
"","Goa","458","0","9.5","9.3","-0.4","43","0.0"
"","DD","316","0","7.1","6.8","0.2","76","0.0"
"","DNH","766","0","17.9","17.9","0.0","101","0.0"
"","Essar steel","508","0","9.2","8.9","0.3","269","0.0"
"SR","Andhra Pradesh","7851","0","157.0","65.8","0.1","532","0.0"
"","Telangana","8972","0","178.2","71.1","-0.4","467","0.0"
"","Karnataka","11496","0","215.5","80.3","0.3","650","0.0"
"","Kerala","3464","0","66.3","55.1","0.2","141","0.0"
"","Tamil Nadu","11368","0","238.1","121.7","-0.4","683","0.0"
"","Pondy","284","0","6.0","6.5","-0.5","44","0.0"
"ER","Bihar","4352","0","75.3","69.9","0.3","460","0.0"
"","DVC","3267","0","65.0","-43.9","0.0","396","0.0"
"","Jharkhand","1096","0","22.4","16.7","0.3","169","0.0"
"","Odisha","3879","0","71.8","25.1","1.1","267","0.0"
"","West Bengal","6628","0","117.2","18.4","0.7","309","0.0"
"","Sikkim","96","0","1.4","1.9","-0.5","18","0.0"
"NER","Arunachal Pradesh","114","2","2.2","1.9","0.3","33","0.0"
"","Assam","1412","20","22.8","16.5","1.3","114","0.3"
"","Manipur","213","3","2.8","3.2","-0.4","42","0.0"
"","Meghalaya","355","2","6.6","5.3","-0.1","37","0.0"
"","Mizoram","107","1","1.9","1.4","0.3","28","0.0"
"","Nagaland","109","3","2.1","1.9","0.0","15","0.0"
"","Tripura","230","9","4.1","1.9","0.2","46","0.0"
