"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6164","0","135.8","70.3","-0.6","66","0.0"
"","Haryana","7106","0","141.4","99.4","1.2","195","0.0"
"","Rajasthan","8713","0","186.9","50.0","-1.5","552","0.0"
"","Delhi","4312","0","89.4","73.9","-1.6","56","0.0"
"","UP","15683","390","310.0","139.4","2.5","670","3.3"
"","Uttarakhand","1782","0","36.7","15.9","0.9","173","0.0"
"","HP","1374","0","26.4","8.9","-0.1","97","0.0"
"","J&K","2723","545","32.7","21.6","-1.2","252","7.9"
"","Chandigarh","361","0","4.0","4.1","-0.2","154","0.0"
"WR","Chhattisgarh","3902","36","87.6","39.1","2.1","363","0.1"
"","Gujarat","13431","0","301.2","65.0","3.7","473","0.0"
"","MP","8177","0","168.6","83.7","-2.7","342","0.0"
"","Maharashtra","18540","0","408.3","174.3","-1.7","428","0.0"
"","Goa","541","0","12.4","11.6","0.2","91","0.0"
"","DD","338","0","7.6","7.0","0.6","47","0.0"
"","DNH","758","0","17.6","17.8","-0.2","66","0.0"
"","Essar steel","293","0","5.5","5.7","-0.2","283","0.0"
"SR","Andhra Pradesh","7756","0","164.9","78.2","1.5","536","0.0"
"","Telangana","8204","0","176.9","57.9","0.1","423","0.0"
"","Karnataka","8384","0","162.4","43.3","-0.3","530","0.0"
"","Kerala","3554","0","72.4","47.6","1.3","197","0.0"
"","Tamil Nadu","14400","0","314.1","154.8","1.9","743","0.0"
"","Pondy","400","0","8.4","8.3","0.0","37","0.0"
"ER","Bihar","4834","0","87.7","85.9","1.3","500","0.0"
"","DVC","2999","0","63.5","-6.4","1.9","230","0.0"
"","Jharkhand","1320","0","24.8","15.2","0.2","120","0.0"
"","Odisha","4155","0","84.3","9.4","4.7","400","0.0"
"","West Bengal","8438","0","155.3","42.0","-0.8","270","0.0"
"","Sikkim","83","0","1.0","1.2","-0.3","18","0.0"
"NER","Arunachal Pradesh","125","1","2.1","2.1","-0.1","83","0.0"
"","Assam","1745","104","30.1","24.2","0.1","135","0.8"
"","Manipur","166","2","2.5","2.2","0.3","39","0.0"
"","Meghalaya","329","0","5.9","0.4","-0.1","38","0.0"
"","Mizoram","96","1","1.8","0.3","0.6","59","0.0"
"","Nagaland","129","2","2.2","2.2","-0.3","39","0.0"
"","Tripura","286","1","4.8","4.5","-0.5","72","0.0"
