"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4531","0","87.6","49.6","2.0","249"
"","Haryana","5131","307","96.0","44.1","-1.5","281"
"","Rajasthan","7782","0","166.9","87.0","-1.9","368"
"","Delhi","3543","0","65.4","47.4","-0.2","235"
"","UP","9388","2200","207.8","75.6","-3.4","404"
"","Uttarakhand","1519","75","28.9","17.7","1.7","242"
"","HP","1230","0","22.9","12.2","1.9","217"
"","J&K","1605","100","31.4","21.2","2.7","390"
"","Chandigarh","186","0","3.3","3.5","-0.2","7"
"WR","Chhattisgarh","2726","9","57.3","10.2","-1.6","177"
"","Gujarat","11045","14","245.5","49.1","-2.3","426"
"","MP","7937","0","174.3","99.6","-4.1","261"
"","Maharashtra","16945","59","370.9","131.1","6.4","601"
"","Goa","411","10","8.6","7.6","0.3","71"
"","DD","249","0","5.8","6.0","-0.1","36"
"","DNH","640","0","15.1","14.7","0.3","25"
"","Essar steel","254","0","5.3","4.9","0.3","51"
"SR","Andhra Pradesh","10379","0","225.3","72.7","0.5","303"
"","Karnataka","7483","300","150.8","20.8","1.0","159"
"","Kerala","3087","150","58.7","24.7","1.4","360"
"","Tamil Nadu","11438","666","253.3","87.8","-1.7","241"
"","Pondy","308","20","6.4","6.3","0.0","38"
"ER","Bihar","2136","200","39.6","38.6","1.0","160"
"","DVC","2363","200","53.1","-19.7","0.4","430"
"","Jharkhand","1033","0","20.1","12.9","-1.1","210"
"","Odisha","3352","0","62.0","8.2","-2.6","200"
"","West Bengal","6301","0","109.9","19.8","2.1","160"
"","Sikkim","91","0","1.4","1.0","0.4","26"
"NER","Arunachal Pradesh","112","3","1.3","0.9","0.4","65"
"","Assam","1031","163","20.3","10.9","3.9","160"
"","Manipur","111","4","1.3","1.5","-0.2","33"
"","Meghalaya","276","4","4.1","2.0","-0.4","94"
"","Mizoram","58","2","1.1","0.8","0.1","34"
"","Nagaland","93","2","1.2","0.8","0.1","37"
"","Tripura","174","32","3.2","0.3","0.3","36"
