"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11325","0","237.6","138.0","-1.8","155","0.0"
"","Haryana","8514","0","165.9","115.1","-1.9","284","0.0"
"","Rajasthan","10566","0","223.1","51.1","-3.0","566","0.0"
"","Delhi","6389","0","117.9","97.0","0.2","283","0.0"
"","UP","20220","0","413.3","198.4","1.8","509","4.5"
"","Uttarakhand","2014","0","42.7","15.7","0.8","133","0.0"
"","HP","1283","0","27.8","0.9","1.3","227","0.0"
"","J&K","2237","559","46.8","23.4","-1.2","204","11.1"
"","Chandigarh","283","0","5.7","6.3","-0.6","41","0.0"
"WR","Chhattisgarh","3627","0","86.9","29.5","0.0","640","0.0"
"","Gujarat","14674","0","325.4","69.1","5.6","549","0.0"
"","MP","8577","0","191.1","95.7","-0.1","527","0.0"
"","Maharashtra","20799","0","455.8","109.4","1.5","615","0.0"
"","Goa","541","0","11.5","11.7","-0.8","109","0.0"
"","DD","308","0","7.0","6.7","0.3","32","0.0"
"","DNH","734","0","17.3","17.5","-0.2","27","0.0"
"","Essar steel","6347","0","0.0","5.9","-5.9","0","0.0"
"SR","Andhra Pradesh","9435","0","197.6","36.3","0.5","788","0.0"
"","Telangana","7498","0","166.4","49.1","0.3","413","0.0"
"","Karnataka","9694","0","192.8","53.9","3.0","725","0.0"
"","Kerala","3564","0","69.0","52.2","2.2","227","0.0"
"","Tamil Nadu","15244","0","330.6","124.6","0.2","967","0.0"
"","Pondy","406","0","8.5","8.5","-0.1","56","0.0"
"ER","Bihar","5253","0","110.7","108.2","0.0","100","0.0"
"","DVC","2975","0","65.8","-39.2","0.0","150","0.0"
"","Jharkhand","1204","0","26.4","22.1","-0.9","50","0.0"
"","Odisha","3965","0","77.4","32.2","0.4","400","0.0"
"","West Bengal","9320","0","177.0","54.8","2.4","400","0.0"
"","Sikkim","70","0","0.9","1.1","-0.2","22","0.0"
"NER","Arunachal Pradesh","114","2","2.2","2.8","-0.6","50","0.0"
"","Assam","1579","125","30.0","25.0","0.6","110","2.0"
"","Manipur","161","2","2.5","2.4","0.1","19","0.0"
"","Meghalaya","330","0","5.8","2.4","0.0","63","0.0"
"","Mizoram","93","3","1.8","1.5","0.2","7","0.0"
"","Nagaland","127","1","2.3","2.3","-0.2","17","0.0"
"","Tripura","289","8","5.1","4.2","0.2","67","0.0"
