"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5914","0","118.0","77.2","-0.9","162","0.0"
"","Haryana","6099","0","115.6","81.7","0.9","282","0.0"
"","Rajasthan","13627","0","247.3","62.0","0.2","539","0.0"
"","Delhi","3592","0","60.7","45.4","-1.3","149","0.0"
"","UP","13115","200","247.1","109.1","1.4","882","1.3"
"","Uttarakhand","1884","0","34.6","15.8","-0.3","156","0.0"
"","HP","1571","0","26.8","19.5","0.0","155","0.0"
"","J&K(UT) and Ladakh(UT)","2414","604","49.5","44.5","-0.4","229","11.8"
"","Chandigarh","205","0","3.3","3.4","0.0","20","0.0"
"WR","Chhattisgarh","3990","0","88.1","42.9","-1.6","255","0.0"
"","Gujarat","16244","0","349.9","88.2","3.9","660","0.0"
"","MP","13449","0","255.9","129.9","-4.7","714","0.0"
"","Maharashtra","23637","0","489.1","154.7","-0.8","455","0.0"
"","Goa","499","0","10.6","10.1","0.0","39","0.0"
"","DD","325","0","6.8","6.5","0.3","30","0.0"
"","DNH","797","0","18.5","18.4","0.1","36","0.0"
"","Essar steel","769","0","10.8","11.3","-0.5","231","0.0"
"SR","Andhra Pradesh","9616","0","194.6","66.0","0.7","396","0.0"
"","Telangana","12454","0","252.2","140.5","0.4","885","0.0"
"","Karnataka","12207","0","236.8","79.7","-0.5","401","0.0"
"","Kerala","3738","0","76.9","59.7","2.4","236","0.0"
"","Tamil Nadu","14418","0","316.4","163.6","0.2","409","0.0"
"","Pondy","353","0","7.4","7.9","-0.5","33","0.0"
"ER","Bihar","3774","0","64.0","63.9","-1.2","261","0.0"
"","DVC","3166","0","65.2","-37.2","0.0","360","0.0"
"","Jharkhand","1250","0","24.3","18.5","-0.3","75","0.0"
"","Odisha","3917","0","71.6","3.0","-1.1","370","0.0"
"","West Bengal","6669","0","124.9","31.1","-0.7","259","0.0"
"","Sikkim","123","0","1.7","1.8","-0.1","35","0.0"
"NER","Arunachal Pradesh","116","1","2.0","2.0","-0.1","58","0.0"
"","Assam","1385","35","22.8","19.6","0.2","112","0.4"
"","Manipur","189","1","2.6","2.8","-0.3","18","0.0"
"","Meghalaya","373","0","6.0","5.0","0.1","34","0.2"
"","Mizoram","89","1","1.7","1.3","0.3","26","0.0"
"","Nagaland","124","1","2.1","1.9","0.0","39","0.0"
"","Tripura","225","1","3.4","1.5","-0.1","61","0.0"
